after_stage,rank,rider,cumulative_s,gap_s,stages_completed,status
15,141,E. AFFINI,215226,14735,15,DERIVED_REPRODUCIBLE
15,142,S. WAERENSKJOLD,215344,14853,15,DERIVED_REPRODUCIBLE
15,143,P. BITTNER,215373,14882,15,DERIVED_REPRODUCIBLE
15,144,H. ARTZ,215382,14891,15,DERIVED_REPRODUCIBLE
15,145,N. MÄRKL,215455,14964,15,DERIVED_REPRODUCIBLE
15,146,M. KANTER,215468,14977,15,DERIVED_REPRODUCIBLE
15,147,S. DILLIER,215471,14980,15,DERIVED_REPRODUCIBLE
15,148,J. PHILIPSEN,215479,14988,15,DERIVED_REPRODUCIBLE
15,149,J. TARLING,215570,15079,15,DERIVED_REPRODUCIBLE
15,150,P. ACKERMANN,215572,15081,15,DERIVED_REPRODUCIBLE
15,151,M. HALLER,215583,15092,15,DERIVED_REPRODUCIBLE
15,152,P. EENKHOORN,215777,15286,15,DERIVED_REPRODUCIBLE
15,153,J. BIERMANS,215821,15330,15,DERIVED_REPRODUCIBLE
15,154,J. DEGENKOLB,216042,15551,15,DERIVED_REPRODUCIBLE
15,155,J. STEWART,216079,15588,15,DERIVED_REPRODUCIBLE
15,156,D. BALLERINI,216143,15652,15,DERIVED_REPRODUCIBLE
15,157,M. FRETIN,216146,15655,15,DERIVED_REPRODUCIBLE
15,158,B. VEISTROFFER,216184,15693,15,DERIVED_REPRODUCIBLE
15,159,P. ALLEGAERT,216301,15810,15,DERIVED_REPRODUCIBLE
15,160,J. VAN DEN BERG,216451,15960,15,DERIVED_REPRODUCIBLE
15,161,P. BAUHAUS,216615,16124,15,DERIVED_REPRODUCIBLE
15,162,O. KOOIJ,216669,16178,15,DERIVED_REPRODUCIBLE
15,163,M. LOUVEL,216721,16230,15,DERIVED_REPRODUCIBLE
15,164,C. BOL,216817,16326,15,DERIVED_REPRODUCIBLE
15,165,L. ASKEY,216826,16335,15,DERIVED_REPRODUCIBLE
15,166,K. GRADEK,216840,16349,15,DERIVED_REPRODUCIBLE
16,1,T. POGACAR,202458,0,16,DERIVED_REPRODUCIBLE
16,2,R. EVENEPOEL,202730,272,16,DERIVED_REPRODUCIBLE
16,3,I. DEL TORO,202869,411,16,DERIVED_REPRODUCIBLE
16,4,P. SEIXAS,202889,431,16,DERIVED_REPRODUCIBLE
16,5,J. AYUSO,203020,562,16,DERIVED_REPRODUCIBLE
16,6,M. SKJELMOSE,203072,614,16,DERIVED_REPRODUCIBLE
16,7,L. MARTINEZ,203228,770,16,DERIVED_REPRODUCIBLE
16,8,T. PIDCOCK,203236,778,16,DERIVED_REPRODUCIBLE
16,9,J. JEGAT,203828,1370,16,DERIVED_REPRODUCIBLE
16,10,Y. VOISARD,203916,1458,16,DERIVED_REPRODUCIBLE
16,11,I. VAN WILDER,203960,1502,16,DERIVED_REPRODUCIBLE
16,12,R. CARAPAZ,204003,1545,16,DERIVED_REPRODUCIBLE
16,13,D. PIGANZOLI,204106,1648,16,DERIVED_REPRODUCIBLE
16,14,A. YATES,204212,1754,16,DERIVED_REPRODUCIBLE
16,15,E. BERNAL,205161,2703,16,DERIVED_REPRODUCIBLE
16,16,T. JOHANNESSEN,205537,3079,16,DERIVED_REPRODUCIBLE
16,17,S. KUSS,205547,3089,16,DERIVED_REPRODUCIBLE
16,18,B. MCNULTY,205642,3184,16,DERIVED_REPRODUCIBLE
16,19,S. QUINN,206465,4007,16,DERIVED_REPRODUCIBLE
16,20,N. PRODHOMME,206517,4059,16,DERIVED_REPRODUCIBLE
16,21,T. BENOOT,206990,4532,16,DERIVED_REPRODUCIBLE
16,22,J. HINDLEY,207121,4663,16,DERIVED_REPRODUCIBLE
16,23,C. VERONA,207343,4885,16,DERIVED_REPRODUCIBLE
16,24,Q. SIMMONS,207703,5245,16,DERIVED_REPRODUCIBLE
16,25,P. CASTRILLO,208193,5735,16,DERIVED_REPRODUCIBLE
16,26,E. RUBIO,208288,5830,16,DERIVED_REPRODUCIBLE
16,27,T. ARENSMAN,208334,5876,16,DERIVED_REPRODUCIBLE
16,28,L. VAN EETVELT,208450,5992,16,DERIVED_REPRODUCIBLE
16,29,D. GEE,208548,6090,16,DERIVED_REPRODUCIBLE
16,30,M. JORGENSON,208832,6374,16,DERIVED_REPRODUCIBLE
16,31,K. VAUQUELIN,208934,6476,16,DERIVED_REPRODUCIBLE
16,32,F. GROSSSCHARTNER,209185,6727,16,DERIVED_REPRODUCIBLE
16,33,M. VAN GILS,209484,7026,16,DERIVED_REPRODUCIBLE
16,34,A. TIBERI,209589,7131,16,DERIVED_REPRODUCIBLE
16,35,G. MARTIN GUYONNET,209677,7219,16,DERIVED_REPRODUCIBLE
16,36,Q. HERMANS,209742,7284,16,DERIVED_REPRODUCIBLE
16,37,M. RICCITELLO,209760,7302,16,DERIVED_REPRODUCIBLE
16,38,R. GARCIA,209837,7379,16,DERIVED_REPRODUCIBLE
16,39,H. TEJADA,209978,7520,16,DERIVED_REPRODUCIBLE
16,40,B. O'CONNOR,210091,7633,16,DERIVED_REPRODUCIBLE
16,41,T. FOSS,210187,7729,16,DERIVED_REPRODUCIBLE
16,42,V. PARET PEINTRE,210261,7803,16,DERIVED_REPRODUCIBLE
16,43,J. PARRA,210329,7871,16,DERIVED_REPRODUCIBLE
16,44,A. BAUDIN,210378,7920,16,DERIVED_REPRODUCIBLE
16,45,M. CATTANEO,210490,8032,16,DERIVED_REPRODUCIBLE
16,46,I. IZAGIRRE,210573,8115,16,DERIVED_REPRODUCIBLE
16,47,M. SCHMID,210657,8199,16,DERIVED_REPRODUCIBLE
16,48,S. HIGUITA,210697,8239,16,DERIVED_REPRODUCIBLE
16,49,M. VACEK,210816,8358,16,DERIVED_REPRODUCIBLE
16,50,M. HIRSCHI,210889,8431,16,DERIVED_REPRODUCIBLE
16,51,T. WELLENS,210993,8535,16,DERIVED_REPRODUCIBLE
16,52,A. BALDERSTONE,211033,8575,16,DERIVED_REPRODUCIBLE
16,53,C. BRAZ AFONSO,211147,8689,16,DERIVED_REPRODUCIBLE
16,54,A. PARET PEINTRE,211234,8776,16,DERIVED_REPRODUCIBLE
16,55,X. MEURISSE,211628,9170,16,DERIVED_REPRODUCIBLE
16,56,N. BREUILLARD,211710,9252,16,DERIVED_REPRODUCIBLE
16,57,R. GREGOIRE,211782,9324,16,DERIVED_REPRODUCIBLE
16,58,J. DELBOVE,211828,9370,16,DERIVED_REPRODUCIBLE
16,59,M. VALGREN,212072,9614,16,DERIVED_REPRODUCIBLE
16,60,A. SKAARSETH,212194,9736,16,DERIVED_REPRODUCIBLE
16,61,J. ROMO,212490,10032,16,DERIVED_REPRODUCIBLE
16,62,M. MATTHEWS,212521,10063,16,DERIVED_REPRODUCIBLE
16,63,A. DELETTRE,212531,10073,16,DERIVED_REPRODUCIBLE
16,64,D. CARUSO,212542,10084,16,DERIVED_REPRODUCIBLE
16,65,E. COSTIOU,212758,10300,16,DERIVED_REPRODUCIBLE
16,66,Q. PACHER,212823,10365,16,DERIVED_REPRODUCIBLE
16,67,B. HEALY,212863,10405,16,DERIVED_REPRODUCIBLE
16,68,A. JOHANNESSEN,213397,10939,16,DERIVED_REPRODUCIBLE
16,69,A. ARANBURU,213413,10955,16,DERIVED_REPRODUCIBLE
16,70,L. VERVAEKE,213475,11017,16,DERIVED_REPRODUCIBLE
16,71,N. OLIVEIRA,213617,11159,16,DERIVED_REPRODUCIBLE
16,72,M. VAN DER POEL,213644,11186,16,DERIVED_REPRODUCIBLE
16,73,V. CAMPENAERTS,213689,11231,16,DERIVED_REPRODUCIBLE
16,74,J. STUYVEN,213752,11294,16,DERIVED_REPRODUCIBLE
16,75,R. PLUIMERS,213760,11302,16,DERIVED_REPRODUCIBLE
16,76,L. GERMANI,213764,11306,16,DERIVED_REPRODUCIBLE
16,77,B. ARMIRAIL,213817,11359,16,DERIVED_REPRODUCIBLE
16,78,C. RUSSO,213929,11471,16,DERIVED_REPRODUCIBLE
16,79,N. POLITT,213930,11472,16,DERIVED_REPRODUCIBLE
16,80,V. VAN MECHELEN,214075,11617,16,DERIVED_REPRODUCIBLE
16,81,G. BENNETT,214124,11666,16,DERIVED_REPRODUCIBLE
16,82,M. VERCHER,214184,11726,16,DERIVED_REPRODUCIBLE
16,83,L. PLAPP,214191,11733,16,DERIVED_REPRODUCIBLE
16,84,M. LE BERRE,214270,11812,16,DERIVED_REPRODUCIBLE
16,85,K. ASGREEN,214291,11833,16,DERIVED_REPRODUCIBLE
16,86,M. PEDERSEN,214304,11846,16,DERIVED_REPRODUCIBLE
16,87,J. ABRAHAMSEN,214311,11853,16,DERIVED_REPRODUCIBLE
16,88,M. MOHORIC,214328,11870,16,DERIVED_REPRODUCIBLE
16,89,J. TRATNIK,214373,11915,16,DERIVED_REPRODUCIBLE
16,90,J. CEPEDA,214422,11964,16,DERIVED_REPRODUCIBLE
16,91,G. ZIMMERMANN,214484,12026,16,DERIVED_REPRODUCIBLE
16,92,B. VAN MOER,214577,12119,16,DERIVED_REPRODUCIBLE
16,93,T. SKUJINS,214594,12136,16,DERIVED_REPRODUCIBLE
16,94,N. VINOKUROV,214680,12222,16,DERIVED_REPRODUCIBLE
16,95,D. HOWSON,214898,12440,16,DERIVED_REPRODUCIBLE
16,96,M. FRIGO,214900,12442,16,DERIVED_REPRODUCIBLE
16,97,F. ENGELHARDT,215130,12672,16,DERIVED_REPRODUCIBLE
16,98,E. VERSTRYNGE,215201,12743,16,DERIVED_REPRODUCIBLE
16,99,M. CORT NIELSEN,215204,12746,16,DERIVED_REPRODUCIBLE
16,100,S. BERWICK,215270,12812,16,DERIVED_REPRODUCIBLE
16,101,N. DENZ,215311,12853,16,DERIVED_REPRODUCIBLE
16,102,M. STORER,215337,12879,16,DERIVED_REPRODUCIBLE
16,103,W. BARGUIL,215374,12916,16,DERIVED_REPRODUCIBLE
16,104,P. HAGENES,215433,12975,16,DERIVED_REPRODUCIBLE
16,105,M. WALKER,215548,13090,16,DERIVED_REPRODUCIBLE
16,106,F. VAN DEN BROEK,215692,13234,16,DERIVED_REPRODUCIBLE
16,107,M. HEßMANN,215715,13257,16,DERIVED_REPRODUCIBLE
16,108,T. VAN DIJKE,215741,13283,16,DERIVED_REPRODUCIBLE
16,109,S. VELASCO,215751,13293,16,DERIVED_REPRODUCIBLE
16,110,R. STANNARD,215761,13303,16,DERIVED_REPRODUCIBLE
16,111,B. THOMAS,215796,13338,16,DERIVED_REPRODUCIBLE
16,112,X. AZPARREN IRURZUN,215857,13399,16,DERIVED_REPRODUCIBLE
16,113,L. DURBRIDGE,215948,13490,16,DERIVED_REPRODUCIBLE
16,114,T. GUERNALEC,216044,13586,16,DERIVED_REPRODUCIBLE
16,115,G. STEINHAUSER,216234,13776,16,DERIVED_REPRODUCIBLE
16,116,E. PLANCKAERT,216239,13781,16,DERIVED_REPRODUCIBLE
16,117,J. RICKAERT,216262,13804,16,DERIVED_REPRODUCIBLE
16,118,F. VERMEERSCH,216326,13868,16,DERIVED_REPRODUCIBLE
16,119,J. OTRUBA,216487,14029,16,DERIVED_REPRODUCIBLE
16,120,F. GANNA,216523,14065,16,DERIVED_REPRODUCIBLE
16,121,A. TURGIS,216560,14102,16,DERIVED_REPRODUCIBLE
16,122,A. KIRSCH,216592,14134,16,DERIVED_REPRODUCIBLE
16,123,F. WRIGHT,216594,14136,16,DERIVED_REPRODUCIBLE
16,124,M. KWIATKOWSKI,216660,14202,16,DERIVED_REPRODUCIBLE
16,125,S. OLDANI,216685,14227,16,DERIVED_REPRODUCIBLE
16,126,M. TEUNISSEN,216718,14260,16,DERIVED_REPRODUCIBLE
16,127,H. PAGE,216838,14380,16,DERIVED_REPRODUCIBLE
16,128,A. GATE,216894,14436,16,DERIVED_REPRODUCIBLE
16,129,D. GODON,217078,14620,16,DERIVED_REPRODUCIBLE
16,130,D. HOOLE,217118,14660,16,DERIVED_REPRODUCIBLE
16,131,J. ALAPHILIPPE,217155,14697,16,DERIVED_REPRODUCIBLE
16,132,J. NICOLAU,217171,14713,16,DERIVED_REPRODUCIBLE
16,133,L. SLOCK,217172,14714,16,DERIVED_REPRODUCIBLE
16,134,D. VAN BAARLE,217190,14732,16,DERIVED_REPRODUCIBLE
16,135,R. DHONDT,217240,14782,16,DERIVED_REPRODUCIBLE
16,136,K. NEILANDS,217310,14852,16,DERIVED_REPRODUCIBLE
16,137,T. MARSMAN,217443,14985,16,DERIVED_REPRODUCIBLE
16,138,H. ARTZ,217471,15013,16,DERIVED_REPRODUCIBLE
16,139,E. AFFINI,217513,15055,16,DERIVED_REPRODUCIBLE
16,140,B. GIRMAY,217600,15142,16,DERIVED_REPRODUCIBLE
16,141,J. TARLING,217631,15173,16,DERIVED_REPRODUCIBLE
16,142,S. WAERENSKJOLD,217700,15242,16,DERIVED_REPRODUCIBLE
16,143,P. BITTNER,217736,15278,16,DERIVED_REPRODUCIBLE
16,144,N. MÄRKL,217812,15354,16,DERIVED_REPRODUCIBLE
16,145,M. KANTER,217813,15355,16,DERIVED_REPRODUCIBLE
16,146,S. DILLIER,217827,15369,16,DERIVED_REPRODUCIBLE
16,147,J. PHILIPSEN,217832,15374,16,DERIVED_REPRODUCIBLE
16,148,P. ACKERMANN,217866,15408,16,DERIVED_REPRODUCIBLE
16,149,M. HALLER,217905,15447,16,DERIVED_REPRODUCIBLE
16,150,J. BIERMANS,218140,15682,16,DERIVED_REPRODUCIBLE
16,151,P. EENKHOORN,218176,15718,16,DERIVED_REPRODUCIBLE
16,152,J. DEGENKOLB,218386,15928,16,DERIVED_REPRODUCIBLE
16,153,M. FRETIN,218406,15948,16,DERIVED_REPRODUCIBLE
16,154,J. STEWART,218408,15950,16,DERIVED_REPRODUCIBLE
16,155,D. BALLERINI,218473,16015,16,DERIVED_REPRODUCIBLE
16,156,B. VEISTROFFER,218503,16045,16,DERIVED_REPRODUCIBLE
16,157,P. ALLEGAERT,218692,16234,16,DERIVED_REPRODUCIBLE
16,158,J. VAN DEN BERG,218755,16297,16,DERIVED_REPRODUCIBLE
16,159,P. BAUHAUS,218947,16489,16,DERIVED_REPRODUCIBLE
16,160,O. KOOIJ,219002,16544,16,DERIVED_REPRODUCIBLE
16,161,M. LOUVEL,219066,16608,16,DERIVED_REPRODUCIBLE
16,162,C. BOL,219148,16690,16,DERIVED_REPRODUCIBLE
16,163,L. ASKEY,219156,16698,16,DERIVED_REPRODUCIBLE
16,164,K. GRADEK,219177,16719,16,DERIVED_REPRODUCIBLE
17,1,T. POGACAR,216257,0,17,DERIVED_REPRODUCIBLE
17,2,R. EVENEPOEL,216529,272,17,DERIVED_REPRODUCIBLE
17,3,I. DEL TORO,216668,411,17,DERIVED_REPRODUCIBLE
17,4,P. SEIXAS,216688,431,17,DERIVED_REPRODUCIBLE
17,5,J. AYUSO,216819,562,17,DERIVED_REPRODUCIBLE
17,6,M. SKJELMOSE,216871,614,17,DERIVED_REPRODUCIBLE
17,7,L. MARTINEZ,217027,770,17,DERIVED_REPRODUCIBLE
17,8,T. PIDCOCK,217035,778,17,DERIVED_REPRODUCIBLE
17,9,J. JEGAT,217101,844,17,DERIVED_REPRODUCIBLE
17,10,Y. VOISARD,217715,1458,17,DERIVED_REPRODUCIBLE
17,11,I. VAN WILDER,217759,1502,17,DERIVED_REPRODUCIBLE
17,12,R. CARAPAZ,217802,1545,17,DERIVED_REPRODUCIBLE
17,13,D. PIGANZOLI,217905,1648,17,DERIVED_REPRODUCIBLE
17,14,E. BERNAL,218611,2354,17,DERIVED_REPRODUCIBLE
17,15,A. YATES,219081,2824,17,DERIVED_REPRODUCIBLE
17,16,T. JOHANNESSEN,219336,3079,17,DERIVED_REPRODUCIBLE
17,17,S. KUSS,219346,3089,17,DERIVED_REPRODUCIBLE
17,18,B. MCNULTY,219441,3184,17,DERIVED_REPRODUCIBLE
17,19,S. QUINN,220264,4007,17,DERIVED_REPRODUCIBLE
17,20,T. BENOOT,220279,4022,17,DERIVED_REPRODUCIBLE
17,21,N. PRODHOMME,220316,4059,17,DERIVED_REPRODUCIBLE
17,22,J. HINDLEY,220394,4137,17,DERIVED_REPRODUCIBLE
17,23,Q. SIMMONS,220976,4719,17,DERIVED_REPRODUCIBLE
17,24,C. VERONA,221142,4885,17,DERIVED_REPRODUCIBLE
17,25,P. CASTRILLO,221493,5236,17,DERIVED_REPRODUCIBLE
17,26,E. RUBIO,221606,5349,17,DERIVED_REPRODUCIBLE
17,27,D. GEE,221856,5599,17,DERIVED_REPRODUCIBLE
17,28,T. ARENSMAN,222133,5876,17,DERIVED_REPRODUCIBLE
17,29,L. VAN EETVELT,222249,5992,17,DERIVED_REPRODUCIBLE
17,30,M. JORGENSON,222282,6025,17,DERIVED_REPRODUCIBLE
17,31,K. VAUQUELIN,222733,6476,17,DERIVED_REPRODUCIBLE
17,32,G. MARTIN GUYONNET,222950,6693,17,DERIVED_REPRODUCIBLE
17,33,F. GROSSSCHARTNER,222984,6727,17,DERIVED_REPRODUCIBLE
17,34,Q. HERMANS,223015,6758,17,DERIVED_REPRODUCIBLE
17,35,R. GARCIA,223110,6853,17,DERIVED_REPRODUCIBLE
17,36,M. VAN GILS,223283,7026,17,DERIVED_REPRODUCIBLE
17,37,A. TIBERI,223388,7131,17,DERIVED_REPRODUCIBLE
17,38,H. TEJADA,223428,7171,17,DERIVED_REPRODUCIBLE
17,39,M. RICCITELLO,223559,7302,17,DERIVED_REPRODUCIBLE
17,40,B. O'CONNOR,223613,7356,17,DERIVED_REPRODUCIBLE
17,41,A. BAUDIN,223651,7394,17,DERIVED_REPRODUCIBLE
17,42,M. SCHMID,223924,7667,17,DERIVED_REPRODUCIBLE
17,43,T. FOSS,224013,7756,17,DERIVED_REPRODUCIBLE
17,44,V. PARET PEINTRE,224101,7844,17,DERIVED_REPRODUCIBLE
17,45,J. PARRA,224128,7871,17,DERIVED_REPRODUCIBLE
17,46,M. CATTANEO,224289,8032,17,DERIVED_REPRODUCIBLE
17,47,A. BALDERSTONE,224306,8049,17,DERIVED_REPRODUCIBLE
17,48,I. IZAGIRRE,224372,8115,17,DERIVED_REPRODUCIBLE
17,49,S. HIGUITA,224496,8239,17,DERIVED_REPRODUCIBLE
17,50,M. VACEK,224615,8358,17,DERIVED_REPRODUCIBLE
17,51,C. BRAZ AFONSO,224615,8358,17,DERIVED_REPRODUCIBLE
17,52,M. HIRSCHI,224688,8431,17,DERIVED_REPRODUCIBLE
17,53,A. PARET PEINTRE,225033,8776,17,DERIVED_REPRODUCIBLE
17,54,J. DELBOVE,225101,8844,17,DERIVED_REPRODUCIBLE
17,55,M. VALGREN,225365,9108,17,DERIVED_REPRODUCIBLE
17,56,X. MEURISSE,225427,9170,17,DERIVED_REPRODUCIBLE
17,57,R. GREGOIRE,225581,9324,17,DERIVED_REPRODUCIBLE
17,58,N. BREUILLARD,225607,9350,17,DERIVED_REPRODUCIBLE
17,59,M. MATTHEWS,225794,9537,17,DERIVED_REPRODUCIBLE
17,60,T. WELLENS,225862,9605,17,DERIVED_REPRODUCIBLE
17,61,A. SKAARSETH,225993,9736,17,DERIVED_REPRODUCIBLE
17,62,B. HEALY,226257,10000,17,DERIVED_REPRODUCIBLE
17,63,J. ROMO,226289,10032,17,DERIVED_REPRODUCIBLE
17,64,A. DELETTRE,226330,10073,17,DERIVED_REPRODUCIBLE
17,65,D. CARUSO,226341,10084,17,DERIVED_REPRODUCIBLE
17,66,E. COSTIOU,226584,10327,17,DERIVED_REPRODUCIBLE
17,67,Q. PACHER,226622,10365,17,DERIVED_REPRODUCIBLE
17,68,M. VAN DER POEL,226917,10660,17,DERIVED_REPRODUCIBLE
17,69,R. PLUIMERS,227033,10776,17,DERIVED_REPRODUCIBLE
17,70,J. STUYVEN,227137,10880,17,DERIVED_REPRODUCIBLE
17,71,C. RUSSO,227202,10945,17,DERIVED_REPRODUCIBLE
17,72,A. ARANBURU,227212,10955,17,DERIVED_REPRODUCIBLE
17,73,N. POLITT,227253,10996,17,DERIVED_REPRODUCIBLE
17,74,V. CAMPENAERTS,227257,11000,17,DERIVED_REPRODUCIBLE
17,75,L. VERVAEKE,227274,11017,17,DERIVED_REPRODUCIBLE
17,76,N. OLIVEIRA,227416,11159,17,DERIVED_REPRODUCIBLE
17,77,V. VAN MECHELEN,227531,11274,17,DERIVED_REPRODUCIBLE
17,78,L. GERMANI,227563,11306,17,DERIVED_REPRODUCIBLE
17,79,M. PEDERSEN,227577,11320,17,DERIVED_REPRODUCIBLE
17,80,M. MOHORIC,227601,11344,17,DERIVED_REPRODUCIBLE
17,81,B. ARMIRAIL,227616,11359,17,DERIVED_REPRODUCIBLE
17,82,M. LE BERRE,227731,11474,17,DERIVED_REPRODUCIBLE
17,83,G. ZIMMERMANN,227757,11500,17,DERIVED_REPRODUCIBLE
17,84,G. BENNETT,227923,11666,17,DERIVED_REPRODUCIBLE
17,85,M. VERCHER,227983,11726,17,DERIVED_REPRODUCIBLE
17,86,L. PLAPP,227990,11733,17,DERIVED_REPRODUCIBLE
17,87,K. ASGREEN,228090,11833,17,DERIVED_REPRODUCIBLE
17,88,J. ABRAHAMSEN,228110,11853,17,DERIVED_REPRODUCIBLE
17,89,J. TRATNIK,228172,11915,17,DERIVED_REPRODUCIBLE
17,90,A. JOHANNESSEN,228266,12009,17,DERIVED_REPRODUCIBLE
17,91,B. VAN MOER,228376,12119,17,DERIVED_REPRODUCIBLE
17,92,T. SKUJINS,228393,12136,17,DERIVED_REPRODUCIBLE
17,93,N. VINOKUROV,228479,12222,17,DERIVED_REPRODUCIBLE
17,94,N. DENZ,228584,12327,17,DERIVED_REPRODUCIBLE
17,95,F. ENGELHARDT,228605,12348,17,DERIVED_REPRODUCIBLE
17,96,D. HOWSON,228697,12440,17,DERIVED_REPRODUCIBLE
17,97,M. FRIGO,228699,12442,17,DERIVED_REPRODUCIBLE
17,98,P. HAGENES,228706,12449,17,DERIVED_REPRODUCIBLE
17,99,E. VERSTRYNGE,228760,12503,17,DERIVED_REPRODUCIBLE
17,100,S. BERWICK,229069,12812,17,DERIVED_REPRODUCIBLE
17,101,M. CORT NIELSEN,229144,12887,17,DERIVED_REPRODUCIBLE
17,102,M. STORER,229168,12911,17,DERIVED_REPRODUCIBLE
17,103,W. BARGUIL,229173,12916,17,DERIVED_REPRODUCIBLE
17,104,M. WALKER,229347,13090,17,DERIVED_REPRODUCIBLE
17,105,J. CEPEDA,229404,13147,17,DERIVED_REPRODUCIBLE
17,106,M. HEßMANN,229514,13257,17,DERIVED_REPRODUCIBLE
17,107,T. VAN DIJKE,229540,13283,17,DERIVED_REPRODUCIBLE
17,108,S. VELASCO,229550,13293,17,DERIVED_REPRODUCIBLE
17,109,R. STANNARD,229560,13303,17,DERIVED_REPRODUCIBLE
17,110,F. VAN DEN BROEK,229572,13315,17,DERIVED_REPRODUCIBLE
17,111,B. THOMAS,229627,13370,17,DERIVED_REPRODUCIBLE
17,112,X. AZPARREN IRURZUN,229656,13399,17,DERIVED_REPRODUCIBLE
17,113,L. DURBRIDGE,229747,13490,17,DERIVED_REPRODUCIBLE
17,114,E. PLANCKAERT,229798,13541,17,DERIVED_REPRODUCIBLE
17,115,T. GUERNALEC,229843,13586,17,DERIVED_REPRODUCIBLE
17,116,J. RICKAERT,230061,13804,17,DERIVED_REPRODUCIBLE
17,117,G. STEINHAUSER,230065,13808,17,DERIVED_REPRODUCIBLE
17,118,H. PAGE,230111,13854,17,DERIVED_REPRODUCIBLE
17,119,F. VERMEERSCH,230125,13868,17,DERIVED_REPRODUCIBLE
17,120,M. KWIATKOWSKI,230135,13878,17,DERIVED_REPRODUCIBLE
17,121,A. GATE,230167,13910,17,DERIVED_REPRODUCIBLE
17,122,J. OTRUBA,230286,14029,17,DERIVED_REPRODUCIBLE
17,123,F. GANNA,230322,14065,17,DERIVED_REPRODUCIBLE
17,124,A. TURGIS,230359,14102,17,DERIVED_REPRODUCIBLE
17,125,A. KIRSCH,230391,14134,17,DERIVED_REPRODUCIBLE
17,126,F. WRIGHT,230393,14136,17,DERIVED_REPRODUCIBLE
17,127,S. OLDANI,230484,14227,17,DERIVED_REPRODUCIBLE
17,128,M. TEUNISSEN,230517,14260,17,DERIVED_REPRODUCIBLE
17,129,R. DHONDT,230558,14301,17,DERIVED_REPRODUCIBLE
17,130,H. ARTZ,230744,14487,17,DERIVED_REPRODUCIBLE
17,131,D. GODON,230877,14620,17,DERIVED_REPRODUCIBLE
17,132,J. TARLING,230904,14647,17,DERIVED_REPRODUCIBLE
17,133,J. ALAPHILIPPE,230954,14697,17,DERIVED_REPRODUCIBLE
17,134,L. SLOCK,230971,14714,17,DERIVED_REPRODUCIBLE
17,135,D. VAN BAARLE,230989,14732,17,DERIVED_REPRODUCIBLE
17,136,D. HOOLE,231048,14791,17,DERIVED_REPRODUCIBLE
17,137,J. PHILIPSEN,231095,14838,17,DERIVED_REPRODUCIBLE
17,138,K. NEILANDS,231109,14852,17,DERIVED_REPRODUCIBLE
17,139,J. NICOLAU,231111,14854,17,DERIVED_REPRODUCIBLE
17,140,T. MARSMAN,231242,14985,17,DERIVED_REPRODUCIBLE
17,141,E. AFFINI,231312,15055,17,DERIVED_REPRODUCIBLE
17,142,B. GIRMAY,231399,15142,17,DERIVED_REPRODUCIBLE
17,143,P. BITTNER,231535,15278,17,DERIVED_REPRODUCIBLE
17,144,N. MÄRKL,231611,15354,17,DERIVED_REPRODUCIBLE
17,145,S. DILLIER,231626,15369,17,DERIVED_REPRODUCIBLE
17,146,S. WAERENSKJOLD,231665,15408,17,DERIVED_REPRODUCIBLE
17,147,P. ACKERMANN,231665,15408,17,DERIVED_REPRODUCIBLE
17,148,M. HALLER,231704,15447,17,DERIVED_REPRODUCIBLE
17,149,M. KANTER,231743,15486,17,DERIVED_REPRODUCIBLE
17,150,J. BIERMANS,231939,15682,17,DERIVED_REPRODUCIBLE
17,151,P. EENKHOORN,231975,15718,17,DERIVED_REPRODUCIBLE
17,152,J. DEGENKOLB,232185,15928,17,DERIVED_REPRODUCIBLE
17,153,M. FRETIN,232205,15948,17,DERIVED_REPRODUCIBLE
17,154,O. KOOIJ,232271,16014,17,DERIVED_REPRODUCIBLE
17,155,B. VEISTROFFER,232302,16045,17,DERIVED_REPRODUCIBLE
17,156,J. STEWART,232338,16081,17,DERIVED_REPRODUCIBLE
17,157,D. BALLERINI,232403,16146,17,DERIVED_REPRODUCIBLE
17,158,L. ASKEY,232429,16172,17,DERIVED_REPRODUCIBLE
17,159,P. ALLEGAERT,232491,16234,17,DERIVED_REPRODUCIBLE
17,160,J. VAN DEN BERG,232685,16428,17,DERIVED_REPRODUCIBLE
17,161,M. LOUVEL,232865,16608,17,DERIVED_REPRODUCIBLE
17,162,P. BAUHAUS,232872,16615,17,DERIVED_REPRODUCIBLE
17,163,K. GRADEK,232976,16719,17,DERIVED_REPRODUCIBLE
17,164,C. BOL,233078,16821,17,DERIVED_REPRODUCIBLE
18,1,T. POGACAR,232513,0,18,DERIVED_REPRODUCIBLE
18,2,R. EVENEPOEL,232785,272,18,DERIVED_REPRODUCIBLE
18,3,I. DEL TORO,232924,411,18,DERIVED_REPRODUCIBLE
18,4,P. SEIXAS,232944,431,18,DERIVED_REPRODUCIBLE
18,5,J. AYUSO,233075,562,18,DERIVED_REPRODUCIBLE
18,6,M. SKJELMOSE,233127,614,18,DERIVED_REPRODUCIBLE
18,7,L. MARTINEZ,233283,770,18,DERIVED_REPRODUCIBLE
18,8,T. PIDCOCK,233291,778,18,DERIVED_REPRODUCIBLE
18,9,J. JEGAT,233357,844,18,DERIVED_REPRODUCIBLE
18,10,R. CARAPAZ,233773,1260,18,DERIVED_REPRODUCIBLE
18,11,Y. VOISARD,233971,1458,18,DERIVED_REPRODUCIBLE
