after_stage,rank,rider,cumulative_s,gap_s,stages_completed,status
6,1,T. POGACAR,76317,0,6,DERIVED_REPRODUCIBLE
6,2,J. VINGEGAARD,76479,162,6,DERIVED_REPRODUCIBLE
6,3,I. DEL TORO,76524,207,6,DERIVED_REPRODUCIBLE
6,4,R. EVENEPOEL,76527,210,6,DERIVED_REPRODUCIBLE
6,5,J. AYUSO,76531,214,6,DERIVED_REPRODUCIBLE
6,6,P. SEIXAS,76552,235,6,DERIVED_REPRODUCIBLE
6,7,F. LIPOWITZ,76557,240,6,DERIVED_REPRODUCIBLE
6,8,L. MARTINEZ,76578,261,6,DERIVED_REPRODUCIBLE
6,9,M. SKJELMOSE,76614,297,6,DERIVED_REPRODUCIBLE
6,10,M. VACEK,76747,430,6,DERIVED_REPRODUCIBLE
6,11,E. BERNAL,76869,552,6,DERIVED_REPRODUCIBLE
6,12,S. QUINN,76892,575,6,DERIVED_REPRODUCIBLE
6,13,T. JOHANNESSEN,76899,582,6,DERIVED_REPRODUCIBLE
6,14,I. VAN WILDER,76902,585,6,DERIVED_REPRODUCIBLE
6,15,T. PIDCOCK,76907,590,6,DERIVED_REPRODUCIBLE
6,16,D. PIGANZOLI,76963,646,6,DERIVED_REPRODUCIBLE
6,17,R. CARAPAZ,76963,646,6,DERIVED_REPRODUCIBLE
6,18,L. VAN EETVELT,76968,651,6,DERIVED_REPRODUCIBLE
6,19,J. JEGAT,76973,656,6,DERIVED_REPRODUCIBLE
6,20,R. DEBRUYNE,77003,686,6,DERIVED_REPRODUCIBLE
6,21,Y. VOISARD,77058,741,6,DERIVED_REPRODUCIBLE
6,22,H. TEJADA,77103,786,6,DERIVED_REPRODUCIBLE
6,23,P. CASTRILLO,77121,804,6,DERIVED_REPRODUCIBLE
6,24,S. KUSS,77130,813,6,DERIVED_REPRODUCIBLE
6,25,A. YATES,77188,871,6,DERIVED_REPRODUCIBLE
6,26,B. MCNULTY,77423,1106,6,DERIVED_REPRODUCIBLE
6,27,T. ARENSMAN,77476,1159,6,DERIVED_REPRODUCIBLE
6,28,T. TRÆEN,77649,1332,6,DERIVED_REPRODUCIBLE
6,29,S. HIGUITA,77789,1472,6,DERIVED_REPRODUCIBLE
6,30,T. BENOOT,77823,1506,6,DERIVED_REPRODUCIBLE
6,31,J. HINDLEY,77913,1596,6,DERIVED_REPRODUCIBLE
6,32,A. TIBERI,77940,1623,6,DERIVED_REPRODUCIBLE
6,33,C. HARPER,78080,1763,6,DERIVED_REPRODUCIBLE
6,34,J. PARRA,78148,1831,6,DERIVED_REPRODUCIBLE
6,35,G. MARTIN GUYONNET,78199,1882,6,DERIVED_REPRODUCIBLE
6,36,M. JORGENSON,78265,1948,6,DERIVED_REPRODUCIBLE
6,37,N. PRODHOMME,78336,2019,6,DERIVED_REPRODUCIBLE
6,38,I. IZAGIRRE,78393,2076,6,DERIVED_REPRODUCIBLE
6,39,R. GARCIA,78433,2116,6,DERIVED_REPRODUCIBLE
6,40,C. VERONA,78507,2190,6,DERIVED_REPRODUCIBLE
6,41,Q. HERMANS,78627,2310,6,DERIVED_REPRODUCIBLE
6,42,A. BAUDIN,78672,2355,6,DERIVED_REPRODUCIBLE
6,43,Q. SIMMONS,78732,2415,6,DERIVED_REPRODUCIBLE
6,44,K. VAUQUELIN,78738,2421,6,DERIVED_REPRODUCIBLE
6,45,M. VAN GILS,78834,2517,6,DERIVED_REPRODUCIBLE
6,46,F. GROSSSCHARTNER,78856,2539,6,DERIVED_REPRODUCIBLE
6,47,A. SKAARSETH,79215,2898,6,DERIVED_REPRODUCIBLE
6,48,A. BALDERSTONE,79300,2983,6,DERIVED_REPRODUCIBLE
6,49,V. PARET PEINTRE,79393,3076,6,DERIVED_REPRODUCIBLE
6,50,B. O'CONNOR,79478,3161,6,DERIVED_REPRODUCIBLE
6,51,D. GEE,79518,3201,6,DERIVED_REPRODUCIBLE
6,52,G. BENNETT,79541,3224,6,DERIVED_REPRODUCIBLE
6,53,R. GREGOIRE,79580,3263,6,DERIVED_REPRODUCIBLE
6,54,M. HIRSCHI,79605,3288,6,DERIVED_REPRODUCIBLE
6,55,J. ROMO,79735,3418,6,DERIVED_REPRODUCIBLE
6,56,M. CATTANEO,79789,3472,6,DERIVED_REPRODUCIBLE
6,57,J. DELBOVE,79789,3472,6,DERIVED_REPRODUCIBLE
6,58,D. CARUSO,79921,3604,6,DERIVED_REPRODUCIBLE
6,59,X. MEURISSE,79940,3623,6,DERIVED_REPRODUCIBLE
6,60,A. PARET PEINTRE,79944,3627,6,DERIVED_REPRODUCIBLE
6,61,A. DELETTRE,80002,3685,6,DERIVED_REPRODUCIBLE
6,62,E. RUBIO,80011,3694,6,DERIVED_REPRODUCIBLE
6,63,M. VERCHER,80056,3739,6,DERIVED_REPRODUCIBLE
6,64,N. BREUILLARD,80061,3744,6,DERIVED_REPRODUCIBLE
6,65,T. SKUJINS,80100,3783,6,DERIVED_REPRODUCIBLE
6,66,T. FOSS,80162,3845,6,DERIVED_REPRODUCIBLE
6,67,T. WELLENS,80223,3906,6,DERIVED_REPRODUCIBLE
6,68,M. VALGREN,80229,3912,6,DERIVED_REPRODUCIBLE
6,69,M. STORER,80237,3920,6,DERIVED_REPRODUCIBLE
6,70,V. VAN MECHELEN,80243,3926,6,DERIVED_REPRODUCIBLE
6,71,G. ZIMMERMANN,80259,3942,6,DERIVED_REPRODUCIBLE
6,72,N. OLIVEIRA,80306,3989,6,DERIVED_REPRODUCIBLE
6,73,J. CEPEDA,80320,4003,6,DERIVED_REPRODUCIBLE
6,74,C. BRAZ AFONSO,80350,4033,6,DERIVED_REPRODUCIBLE
6,75,V. CAMPENAERTS,80451,4134,6,DERIVED_REPRODUCIBLE
6,76,K. ASGREEN,80487,4170,6,DERIVED_REPRODUCIBLE
6,77,N. POLITT,80488,4171,6,DERIVED_REPRODUCIBLE
6,78,S. BERWICK,80490,4173,6,DERIVED_REPRODUCIBLE
6,79,M. LE BERRE,80496,4179,6,DERIVED_REPRODUCIBLE
6,80,M. VAN DER POEL,80519,4202,6,DERIVED_REPRODUCIBLE
6,81,L. GERMANI,80535,4218,6,DERIVED_REPRODUCIBLE
6,82,M. FRIGO,80542,4225,6,DERIVED_REPRODUCIBLE
6,83,M. MATTHEWS,80590,4273,6,DERIVED_REPRODUCIBLE
6,84,M. RICCITELLO,80603,4286,6,DERIVED_REPRODUCIBLE
6,85,L. CRAPS,80705,4388,6,DERIVED_REPRODUCIBLE
6,86,C. RUSSO,80712,4395,6,DERIVED_REPRODUCIBLE
6,87,F. VAN DEN BROEK,80759,4442,6,DERIVED_REPRODUCIBLE
6,88,N. DENZ,80765,4448,6,DERIVED_REPRODUCIBLE
6,89,J. STUYVEN,80773,4456,6,DERIVED_REPRODUCIBLE
6,90,A. ARANBURU,80777,4460,6,DERIVED_REPRODUCIBLE
6,91,M. PEDERSEN,80818,4501,6,DERIVED_REPRODUCIBLE
6,92,J. NICOLAU,80880,4563,6,DERIVED_REPRODUCIBLE
6,93,M. SCHMID,80910,4593,6,DERIVED_REPRODUCIBLE
6,94,L. PLAPP,80930,4613,6,DERIVED_REPRODUCIBLE
6,95,P. EENKHOORN,80988,4671,6,DERIVED_REPRODUCIBLE
6,96,E. COSTIOU,80995,4678,6,DERIVED_REPRODUCIBLE
6,97,R. PLUIMERS,81017,4700,6,DERIVED_REPRODUCIBLE
6,98,M. CORT NIELSEN,81017,4700,6,DERIVED_REPRODUCIBLE
6,99,E. PLANCKAERT,81046,4729,6,DERIVED_REPRODUCIBLE
6,100,J. BERCKMOES,81090,4773,6,DERIVED_REPRODUCIBLE
6,101,A. JOHANNESSEN,81099,4782,6,DERIVED_REPRODUCIBLE
6,102,B. VAN MOER,81103,4786,6,DERIVED_REPRODUCIBLE
6,103,L. VERVAEKE,81107,4790,6,DERIVED_REPRODUCIBLE
6,104,E. VERSTRYNGE,81123,4806,6,DERIVED_REPRODUCIBLE
6,105,J. ABRAHAMSEN,81137,4820,6,DERIVED_REPRODUCIBLE
6,106,F. ENGELHARDT,81156,4839,6,DERIVED_REPRODUCIBLE
6,107,B. HEALY,81163,4846,6,DERIVED_REPRODUCIBLE
6,108,Q. PACHER,81177,4860,6,DERIVED_REPRODUCIBLE
6,109,G. STEINHAUSER,81181,4864,6,DERIVED_REPRODUCIBLE
6,110,D. HOWSON,81188,4871,6,DERIVED_REPRODUCIBLE
6,111,R. STANNARD,81209,4892,6,DERIVED_REPRODUCIBLE
6,112,S. VELASCO,81217,4900,6,DERIVED_REPRODUCIBLE
6,113,A. GATE,81236,4919,6,DERIVED_REPRODUCIBLE
6,114,J. TRATNIK,81279,4962,6,DERIVED_REPRODUCIBLE
6,115,J. RICKAERT,81299,4982,6,DERIVED_REPRODUCIBLE
6,116,A. KIRSCH,81316,4999,6,DERIVED_REPRODUCIBLE
6,117,A. TURGIS,81321,5004,6,DERIVED_REPRODUCIBLE
6,118,K. NEILANDS,81331,5014,6,DERIVED_REPRODUCIBLE
6,119,T. GUERNALEC,81334,5017,6,DERIVED_REPRODUCIBLE
6,120,X. AZPARREN IRURZUN,81372,5055,6,DERIVED_REPRODUCIBLE
6,121,M. MOHORIC,81375,5058,6,DERIVED_REPRODUCIBLE
6,122,L. DURBRIDGE,81381,5064,6,DERIVED_REPRODUCIBLE
6,123,A. CHARMIG,81384,5067,6,DERIVED_REPRODUCIBLE
6,124,W. BARGUIL,81390,5073,6,DERIVED_REPRODUCIBLE
6,125,B. THOMAS,81393,5076,6,DERIVED_REPRODUCIBLE
6,126,M. HEßMANN,81405,5088,6,DERIVED_REPRODUCIBLE
6,127,M. WALKER,81436,5119,6,DERIVED_REPRODUCIBLE
6,128,B. ARMIRAIL,81446,5129,6,DERIVED_REPRODUCIBLE
6,129,D. HOOLE,81472,5155,6,DERIVED_REPRODUCIBLE
6,130,N. VINOKUROV,81507,5190,6,DERIVED_REPRODUCIBLE
6,131,D. VAN BAARLE,81567,5250,6,DERIVED_REPRODUCIBLE
6,132,J. ALAPHILIPPE,81607,5290,6,DERIVED_REPRODUCIBLE
6,133,J. OTRUBA,81635,5318,6,DERIVED_REPRODUCIBLE
6,134,M. TEUNISSEN,81725,5408,6,DERIVED_REPRODUCIBLE
6,135,S. DILLIER,81740,5423,6,DERIVED_REPRODUCIBLE
6,136,M. KANTER,81871,5554,6,DERIVED_REPRODUCIBLE
6,137,B. GIRMAY,81890,5573,6,DERIVED_REPRODUCIBLE
6,138,M. KWIATKOWSKI,81945,5628,6,DERIVED_REPRODUCIBLE
6,139,R. DHONDT,81946,5629,6,DERIVED_REPRODUCIBLE
6,140,S. OLDANI,81954,5637,6,DERIVED_REPRODUCIBLE
6,141,F. VERMEERSCH,82016,5699,6,DERIVED_REPRODUCIBLE
6,142,F. BIESTERBOS,82047,5730,6,DERIVED_REPRODUCIBLE
6,143,T. VAN ASBROECK,82053,5736,6,DERIVED_REPRODUCIBLE
6,144,H. PAGE,82112,5795,6,DERIVED_REPRODUCIBLE
6,145,S. WAERENSKJOLD,82126,5809,6,DERIVED_REPRODUCIBLE
6,146,J. PHILIPSEN,82200,5883,6,DERIVED_REPRODUCIBLE
6,147,T. VAN DIJKE,82212,5895,6,DERIVED_REPRODUCIBLE
6,148,T. MARSMAN,82248,5931,6,DERIVED_REPRODUCIBLE
6,149,J. BIERMANS,82253,5936,6,DERIVED_REPRODUCIBLE
6,150,N. MÄRKL,82260,5943,6,DERIVED_REPRODUCIBLE
6,151,P. HAGENES,82325,6008,6,DERIVED_REPRODUCIBLE
6,152,F. WRIGHT,82368,6051,6,DERIVED_REPRODUCIBLE
6,153,E. AFFINI,82384,6067,6,DERIVED_REPRODUCIBLE
6,154,M. TRENTIN,82428,6111,6,DERIVED_REPRODUCIBLE
6,155,B. VEISTROFFER,82464,6147,6,DERIVED_REPRODUCIBLE
6,156,D. GODON,82527,6210,6,DERIVED_REPRODUCIBLE
6,157,P. BITTNER,82582,6265,6,DERIVED_REPRODUCIBLE
6,158,J. VAN DEN BERG,82619,6302,6,DERIVED_REPRODUCIBLE
6,159,J. DEGENKOLB,82629,6312,6,DERIVED_REPRODUCIBLE
6,160,F. GANNA,82654,6337,6,DERIVED_REPRODUCIBLE
6,161,M. FRETIN,82682,6365,6,DERIVED_REPRODUCIBLE
6,162,J. STEWART,82683,6366,6,DERIVED_REPRODUCIBLE
6,163,L. ASKEY,82738,6421,6,DERIVED_REPRODUCIBLE
6,164,P. ACKERMANN,82744,6427,6,DERIVED_REPRODUCIBLE
6,165,H. ARTZ,82755,6438,6,DERIVED_REPRODUCIBLE
6,166,J. TARLING,82774,6457,6,DERIVED_REPRODUCIBLE
6,167,F. GAVIRIA,82838,6521,6,DERIVED_REPRODUCIBLE
6,168,T. MERLIER,82878,6561,6,DERIVED_REPRODUCIBLE
6,169,P. BAUHAUS,82893,6576,6,DERIVED_REPRODUCIBLE
6,170,K. GRADEK,82897,6580,6,DERIVED_REPRODUCIBLE
6,171,D. BALLERINI,82898,6581,6,DERIVED_REPRODUCIBLE
6,172,P. ALLEGAERT,82963,6646,6,DERIVED_REPRODUCIBLE
6,173,O. KOOIJ,82994,6677,6,DERIVED_REPRODUCIBLE
6,174,L. SLOCK,83001,6684,6,DERIVED_REPRODUCIBLE
6,175,M. LOUVEL,83027,6710,6,DERIVED_REPRODUCIBLE
6,176,C. BOL,83037,6720,6,DERIVED_REPRODUCIBLE
6,177,M. HALLER,83270,6953,6,DERIVED_REPRODUCIBLE
7,1,T. POGACAR,89777,0,7,DERIVED_REPRODUCIBLE
7,2,J. VINGEGAARD,89939,162,7,DERIVED_REPRODUCIBLE
7,3,I. DEL TORO,89984,207,7,DERIVED_REPRODUCIBLE
7,4,R. EVENEPOEL,89987,210,7,DERIVED_REPRODUCIBLE
7,5,J. AYUSO,89991,214,7,DERIVED_REPRODUCIBLE
7,6,P. SEIXAS,90012,235,7,DERIVED_REPRODUCIBLE
7,7,F. LIPOWITZ,90017,240,7,DERIVED_REPRODUCIBLE
7,8,L. MARTINEZ,90038,261,7,DERIVED_REPRODUCIBLE
7,9,M. SKJELMOSE,90074,297,7,DERIVED_REPRODUCIBLE
7,10,M. VACEK,90207,430,7,DERIVED_REPRODUCIBLE
7,11,E. BERNAL,90329,552,7,DERIVED_REPRODUCIBLE
7,12,S. QUINN,90352,575,7,DERIVED_REPRODUCIBLE
7,13,T. JOHANNESSEN,90359,582,7,DERIVED_REPRODUCIBLE
7,14,I. VAN WILDER,90362,585,7,DERIVED_REPRODUCIBLE
7,15,T. PIDCOCK,90367,590,7,DERIVED_REPRODUCIBLE
7,16,D. PIGANZOLI,90423,646,7,DERIVED_REPRODUCIBLE
7,17,L. VAN EETVELT,90428,651,7,DERIVED_REPRODUCIBLE
7,18,J. JEGAT,90433,656,7,DERIVED_REPRODUCIBLE
7,19,R. DEBRUYNE,90463,686,7,DERIVED_REPRODUCIBLE
7,20,Y. VOISARD,90518,741,7,DERIVED_REPRODUCIBLE
7,21,H. TEJADA,90563,786,7,DERIVED_REPRODUCIBLE
7,22,P. CASTRILLO,90581,804,7,DERIVED_REPRODUCIBLE
7,23,S. KUSS,90590,813,7,DERIVED_REPRODUCIBLE
7,24,R. CARAPAZ,90592,815,7,DERIVED_REPRODUCIBLE
7,25,A. YATES,90648,871,7,DERIVED_REPRODUCIBLE
7,26,B. MCNULTY,90883,1106,7,DERIVED_REPRODUCIBLE
7,27,T. ARENSMAN,90936,1159,7,DERIVED_REPRODUCIBLE
7,28,T. BENOOT,91283,1506,7,DERIVED_REPRODUCIBLE
7,29,J. HINDLEY,91373,1596,7,DERIVED_REPRODUCIBLE
7,30,S. HIGUITA,91374,1597,7,DERIVED_REPRODUCIBLE
7,31,A. TIBERI,91400,1623,7,DERIVED_REPRODUCIBLE
7,32,J. PARRA,91608,1831,7,DERIVED_REPRODUCIBLE
7,33,G. MARTIN GUYONNET,91659,1882,7,DERIVED_REPRODUCIBLE
7,34,M. JORGENSON,91725,1948,7,DERIVED_REPRODUCIBLE
7,35,C. HARPER,91740,1963,7,DERIVED_REPRODUCIBLE
7,36,N. PRODHOMME,91796,2019,7,DERIVED_REPRODUCIBLE
7,37,R. GARCIA,91893,2116,7,DERIVED_REPRODUCIBLE
7,38,C. VERONA,92030,2253,7,DERIVED_REPRODUCIBLE
7,39,I. IZAGIRRE,92042,2265,7,DERIVED_REPRODUCIBLE
7,40,Q. HERMANS,92087,2310,7,DERIVED_REPRODUCIBLE
7,41,K. VAUQUELIN,92198,2421,7,DERIVED_REPRODUCIBLE
7,42,A. BAUDIN,92291,2514,7,DERIVED_REPRODUCIBLE
7,43,M. VAN GILS,92294,2517,7,DERIVED_REPRODUCIBLE
7,44,F. GROSSSCHARTNER,92316,2539,7,DERIVED_REPRODUCIBLE
7,45,Q. SIMMONS,92330,2553,7,DERIVED_REPRODUCIBLE
7,46,A. SKAARSETH,92675,2898,7,DERIVED_REPRODUCIBLE
7,47,A. BALDERSTONE,92885,3108,7,DERIVED_REPRODUCIBLE
7,48,D. GEE,92978,3201,7,DERIVED_REPRODUCIBLE
7,49,B. O'CONNOR,93021,3244,7,DERIVED_REPRODUCIBLE
7,50,V. PARET PEINTRE,93022,3245,7,DERIVED_REPRODUCIBLE
7,51,G. BENNETT,93126,3349,7,DERIVED_REPRODUCIBLE
7,52,R. GREGOIRE,93165,3388,7,DERIVED_REPRODUCIBLE
7,53,J. ROMO,93195,3418,7,DERIVED_REPRODUCIBLE
7,54,M. HIRSCHI,93228,3451,7,DERIVED_REPRODUCIBLE
7,55,M. CATTANEO,93249,3472,7,DERIVED_REPRODUCIBLE
7,56,J. DELBOVE,93249,3472,7,DERIVED_REPRODUCIBLE
7,57,X. MEURISSE,93400,3623,7,DERIVED_REPRODUCIBLE
7,58,D. CARUSO,93464,3687,7,DERIVED_REPRODUCIBLE
7,59,A. DELETTRE,93508,3731,7,DERIVED_REPRODUCIBLE
7,60,M. VERCHER,93516,3739,7,DERIVED_REPRODUCIBLE
7,61,T. SKUJINS,93560,3783,7,DERIVED_REPRODUCIBLE
7,62,A. PARET PEINTRE,93567,3790,7,DERIVED_REPRODUCIBLE
7,63,E. RUBIO,93596,3819,7,DERIVED_REPRODUCIBLE
7,64,T. WELLENS,93683,3906,7,DERIVED_REPRODUCIBLE
7,65,N. BREUILLARD,93690,3913,7,DERIVED_REPRODUCIBLE
7,66,T. FOSS,93719,3942,7,DERIVED_REPRODUCIBLE
7,67,G. ZIMMERMANN,93719,3942,7,DERIVED_REPRODUCIBLE
7,68,N. OLIVEIRA,93766,3989,7,DERIVED_REPRODUCIBLE
7,69,M. VALGREN,93848,4071,7,DERIVED_REPRODUCIBLE
7,70,C. BRAZ AFONSO,93856,4079,7,DERIVED_REPRODUCIBLE
7,71,V. VAN MECHELEN,93872,4095,7,DERIVED_REPRODUCIBLE
7,72,M. STORER,93886,4109,7,DERIVED_REPRODUCIBLE
7,73,V. CAMPENAERTS,93911,4134,7,DERIVED_REPRODUCIBLE
7,74,K. ASGREEN,93947,4170,7,DERIVED_REPRODUCIBLE
7,75,N. POLITT,93948,4171,7,DERIVED_REPRODUCIBLE
7,76,J. CEPEDA,93949,4172,7,DERIVED_REPRODUCIBLE
7,77,M. LE BERRE,93956,4179,7,DERIVED_REPRODUCIBLE
7,78,M. VAN DER POEL,93979,4202,7,DERIVED_REPRODUCIBLE
7,79,L. GERMANI,93995,4218,7,DERIVED_REPRODUCIBLE
7,80,S. BERWICK,94119,4342,7,DERIVED_REPRODUCIBLE
7,81,L. CRAPS,94165,4388,7,DERIVED_REPRODUCIBLE
7,82,C. RUSSO,94172,4395,7,DERIVED_REPRODUCIBLE
7,83,M. RICCITELLO,94188,4411,7,DERIVED_REPRODUCIBLE
7,84,M. MATTHEWS,94188,4411,7,DERIVED_REPRODUCIBLE
7,85,N. DENZ,94225,4448,7,DERIVED_REPRODUCIBLE
7,86,J. STUYVEN,94233,4456,7,DERIVED_REPRODUCIBLE
7,87,M. PEDERSEN,94278,4501,7,DERIVED_REPRODUCIBLE
7,88,F. VAN DEN BROEK,94285,4508,7,DERIVED_REPRODUCIBLE
7,89,M. FRIGO,94309,4532,7,DERIVED_REPRODUCIBLE
7,90,A. ARANBURU,94460,4683,7,DERIVED_REPRODUCIBLE
7,91,R. PLUIMERS,94477,4700,7,DERIVED_REPRODUCIBLE
7,92,M. CORT NIELSEN,94477,4700,7,DERIVED_REPRODUCIBLE
7,93,M. SCHMID,94495,4718,7,DERIVED_REPRODUCIBLE
7,94,E. PLANCKAERT,94506,4729,7,DERIVED_REPRODUCIBLE
7,95,E. COSTIOU,94528,4751,7,DERIVED_REPRODUCIBLE
7,96,J. BERCKMOES,94550,4773,7,DERIVED_REPRODUCIBLE
7,97,L. PLAPP,94559,4782,7,DERIVED_REPRODUCIBLE
7,98,J. NICOLAU,94563,4786,7,DERIVED_REPRODUCIBLE
7,99,B. VAN MOER,94563,4786,7,DERIVED_REPRODUCIBLE
7,100,J. ABRAHAMSEN,94597,4820,7,DERIVED_REPRODUCIBLE
7,101,P. EENKHOORN,94611,4834,7,DERIVED_REPRODUCIBLE
7,102,L. VERVAEKE,94613,4836,7,DERIVED_REPRODUCIBLE
7,103,Q. PACHER,94637,4860,7,DERIVED_REPRODUCIBLE
7,104,R. STANNARD,94669,4892,7,DERIVED_REPRODUCIBLE
7,105,D. HOWSON,94677,4900,7,DERIVED_REPRODUCIBLE
7,106,A. JOHANNESSEN,94684,4907,7,DERIVED_REPRODUCIBLE
7,107,A. GATE,94696,4919,7,DERIVED_REPRODUCIBLE
7,108,F. ENGELHARDT,94699,4922,7,DERIVED_REPRODUCIBLE
7,109,J. RICKAERT,94759,4982,7,DERIVED_REPRODUCIBLE
7,110,G. STEINHAUSER,94766,4989,7,DERIVED_REPRODUCIBLE
7,111,A. TURGIS,94781,5004,7,DERIVED_REPRODUCIBLE
7,112,E. VERSTRYNGE,94783,5006,7,DERIVED_REPRODUCIBLE
7,113,S. VELASCO,94802,5025,7,DERIVED_REPRODUCIBLE
7,114,B. HEALY,94802,5025,7,DERIVED_REPRODUCIBLE
7,115,M. MOHORIC,94835,5058,7,DERIVED_REPRODUCIBLE
7,116,A. CHARMIG,94844,5067,7,DERIVED_REPRODUCIBLE
7,117,A. KIRSCH,94849,5072,7,DERIVED_REPRODUCIBLE
7,118,T. GUERNALEC,94877,5100,7,DERIVED_REPRODUCIBLE
7,119,J. TRATNIK,94908,5131,7,DERIVED_REPRODUCIBLE
7,120,W. BARGUIL,94933,5156,7,DERIVED_REPRODUCIBLE
7,121,K. NEILANDS,94950,5173,7,DERIVED_REPRODUCIBLE
7,122,N. VINOKUROV,94967,5190,7,DERIVED_REPRODUCIBLE
7,123,L. DURBRIDGE,95010,5233,7,DERIVED_REPRODUCIBLE
7,124,X. AZPARREN IRURZUN,95021,5244,7,DERIVED_REPRODUCIBLE
7,125,B. ARMIRAIL,95024,5247,7,DERIVED_REPRODUCIBLE
7,126,D. HOOLE,95057,5280,7,DERIVED_REPRODUCIBLE
7,127,M. WALKER,95059,5282,7,DERIVED_REPRODUCIBLE
7,128,M. HEßMANN,95065,5288,7,DERIVED_REPRODUCIBLE
7,129,B. THOMAS,95115,5338,7,DERIVED_REPRODUCIBLE
7,130,J. ALAPHILIPPE,95140,5363,7,DERIVED_REPRODUCIBLE
7,131,M. TEUNISSEN,95185,5408,7,DERIVED_REPRODUCIBLE
7,132,D. VAN BAARLE,95190,5413,7,DERIVED_REPRODUCIBLE
7,133,J. OTRUBA,95318,5541,7,DERIVED_REPRODUCIBLE
7,134,M. KANTER,95331,5554,7,DERIVED_REPRODUCIBLE
7,135,B. GIRMAY,95346,5569,7,DERIVED_REPRODUCIBLE
7,136,S. DILLIER,95363,5586,7,DERIVED_REPRODUCIBLE
7,137,M. KWIATKOWSKI,95405,5628,7,DERIVED_REPRODUCIBLE
7,138,S. OLDANI,95443,5666,7,DERIVED_REPRODUCIBLE
7,139,F. VERMEERSCH,95476,5699,7,DERIVED_REPRODUCIBLE
7,140,T. VAN ASBROECK,95513,5736,7,DERIVED_REPRODUCIBLE
7,141,F. BIESTERBOS,95544,5767,7,DERIVED_REPRODUCIBLE
7,142,R. DHONDT,95575,5798,7,DERIVED_REPRODUCIBLE
7,143,S. WAERENSKJOLD,95580,5803,7,DERIVED_REPRODUCIBLE
7,144,J. PHILIPSEN,95660,5883,7,DERIVED_REPRODUCIBLE
7,145,T. VAN DIJKE,95672,5895,7,DERIVED_REPRODUCIBLE
7,146,H. PAGE,95676,5899,7,DERIVED_REPRODUCIBLE
7,147,J. BIERMANS,95713,5936,7,DERIVED_REPRODUCIBLE
7,148,N. MÄRKL,95720,5943,7,DERIVED_REPRODUCIBLE
7,149,T. MARSMAN,95781,6004,7,DERIVED_REPRODUCIBLE
7,150,P. HAGENES,95785,6008,7,DERIVED_REPRODUCIBLE
7,151,F. WRIGHT,95828,6051,7,DERIVED_REPRODUCIBLE
7,152,E. AFFINI,95844,6067,7,DERIVED_REPRODUCIBLE
7,153,M. TRENTIN,95917,6140,7,DERIVED_REPRODUCIBLE
7,154,D. GODON,95987,6210,7,DERIVED_REPRODUCIBLE
7,155,P. BITTNER,96042,6265,7,DERIVED_REPRODUCIBLE
7,156,B. VEISTROFFER,96049,6272,7,DERIVED_REPRODUCIBLE
7,157,J. VAN DEN BERG,96079,6302,7,DERIVED_REPRODUCIBLE
7,158,M. FRETIN,96142,6365,7,DERIVED_REPRODUCIBLE
7,159,J. STEWART,96143,6366,7,DERIVED_REPRODUCIBLE
7,160,J. DEGENKOLB,96172,6395,7,DERIVED_REPRODUCIBLE
7,161,P. ACKERMANN,96204,6427,7,DERIVED_REPRODUCIBLE
7,162,H. ARTZ,96215,6438,7,DERIVED_REPRODUCIBLE
7,163,F. GAVIRIA,96298,6521,7,DERIVED_REPRODUCIBLE
7,164,T. MERLIER,96328,6551,7,DERIVED_REPRODUCIBLE
7,165,F. GANNA,96337,6560,7,DERIVED_REPRODUCIBLE
7,166,P. BAUHAUS,96353,6576,7,DERIVED_REPRODUCIBLE
7,167,D. BALLERINI,96358,6581,7,DERIVED_REPRODUCIBLE
7,168,J. TARLING,96372,6595,7,DERIVED_REPRODUCIBLE
7,169,L. ASKEY,96408,6631,7,DERIVED_REPRODUCIBLE
7,170,O. KOOIJ,96454,6677,7,DERIVED_REPRODUCIBLE
7,171,P. ALLEGAERT,96496,6719,7,DERIVED_REPRODUCIBLE
7,172,C. BOL,96497,6720,7,DERIVED_REPRODUCIBLE
7,173,L. SLOCK,96544,6767,7,DERIVED_REPRODUCIBLE
7,174,K. GRADEK,96546,6769,7,DERIVED_REPRODUCIBLE
7,175,M. LOUVEL,96697,6920,7,DERIVED_REPRODUCIBLE
7,176,M. HALLER,96889,7112,7,DERIVED_REPRODUCIBLE
8,1,T. POGACAR,103747,0,8,DERIVED_REPRODUCIBLE
8,2,J. VINGEGAARD,103909,162,8,DERIVED_REPRODUCIBLE
8,3,I. DEL TORO,103954,207,8,DERIVED_REPRODUCIBLE
8,4,R. EVENEPOEL,103957,210,8,DERIVED_REPRODUCIBLE
8,5,J. AYUSO,103961,214,8,DERIVED_REPRODUCIBLE
8,6,P. SEIXAS,103982,235,8,DERIVED_REPRODUCIBLE
8,7,F. LIPOWITZ,103987,240,8,DERIVED_REPRODUCIBLE
8,8,L. MARTINEZ,104008,261,8,DERIVED_REPRODUCIBLE
8,9,M. SKJELMOSE,104044,297,8,DERIVED_REPRODUCIBLE
8,10,M. VACEK,104177,430,8,DERIVED_REPRODUCIBLE
8,11,E. BERNAL,104299,552,8,DERIVED_REPRODUCIBLE
8,12,S. QUINN,104322,575,8,DERIVED_REPRODUCIBLE
8,13,T. JOHANNESSEN,104329,582,8,DERIVED_REPRODUCIBLE
