stage_number,km_from_start,waypoint_label,elevation_by_distance_m,window_start,window_end,window_width_s,sun_elevation_deg,sun_azimuth_deg,temperature_c,wind_speed_ms,wind_dir_deg,air_density_kgm3,headwind_ms,crosswind_ms,exposure_class
6,32.90,PEYROUSE,365.17,2026-07-09 11:29:00+00:00,2026-07-09 11:35:00+00:00,360,68.067,158.696,33.00,1.94,35.00,1.0983,1.58,1.12,LIGHT
6,36.60,Carrefour D937-D13,369.46,2026-07-09 11:35:00+00:00,2026-07-09 11:41:00+00:00,360,68.445,162.400,32.90,2.48,40.00,1.0949,0.88,2.32,CROSSWIND
6,36.70,D13 Passage à niveau N° 182.,371.33,2026-07-09 11:35:00+00:00,2026-07-09 11:41:00+00:00,360,68.445,162.402,33.10,2.48,40.00,1.0976,2.27,0.99,HEADWIND
6,37.50,LOURDES (D13-VC-D937),369.93,2026-07-09 11:36:00+00:00,2026-07-09 11:42:00+00:00,360,68.499,163.036,33.30,2.48,40.00,1.0954,1.21,2.16,CROSSWIND
6,44.30,D937 LÉZIGNAN (près),406.17,2026-07-09 11:46:00+00:00,2026-07-09 11:54:00+00:00,480,68.982,170.086,32.90,3.26,40.00,1.0935,2.10,2.50,CROSSWIND
6,44.80,ARCIZAC-EZ-ANGLES,406.98,2026-07-09 11:47:00+00:00,2026-07-09 11:55:00+00:00,480,69.013,170.739,33.00,3.26,40.00,1.0936,2.04,2.54,CROSSWIND
6,47.20,ESCOUBÈS-POUTS,391.83,2026-07-09 11:51:00+00:00,2026-07-09 11:59:00+00:00,480,69.112,173.377,33.00,3.13,27.00,1.0940,3.09,0.52,HEADWIND
6,48.90,Le Hameau (ORINCLES),386.11,2026-07-09 11:53:00+00:00,2026-07-09 12:01:00+00:00,480,69.141,174.709,33.00,3.13,27.00,1.0952,2.31,2.12,HEADWIND
6,50.90,LOUCRUP,526.70,2026-07-09 11:57:00+00:00,2026-07-09 12:06:00+00:00,540,69.192,177.683,34.20,3.00,30.00,1.0882,2.21,2.03,HEADWIND
6,50.90,Côte de Loucrup,526.70,2026-07-09 11:57:00+00:00,2026-07-09 12:06:00+00:00,540,69.192,177.683,34.20,3.00,30.00,1.0882,2.21,2.03,HEADWIND
6,54.10,MONTGAILLARD,463.11,2026-07-09 12:01:00+00:00,2026-07-09 12:10:00+00:00,540,69.199,180.372,33.20,4.10,34.00,1.0769,4.05,0.62,HEADWIND
6,54.90,Carrefour D937-D935,451.18,2026-07-09 12:02:00+00:00,2026-07-09 12:11:00+00:00,540,69.196,181.040,33.50,3.91,32.00,1.0804,-2.00,3.36,CROSSWIND
6,55.80,D935 TRÉBONS,462.90,2026-07-09 12:03:00+00:00,2026-07-09 12:13:00+00:00,600,69.191,182.039,33.90,3.91,32.00,1.0834,-2.12,3.28,CROSSWIND
6,58.00,POUZAC (entrée),493.52,2026-07-09 12:06:00+00:00,2026-07-09 12:16:00+00:00,600,69.172,184.034,33.90,2.92,38.00,1.0838,-0.77,2.82,CROSSWIND
6,59.10,POUZAC,508.83,2026-07-09 12:07:00+00:00,2026-07-09 12:17:00+00:00,600,69.165,184.707,34.00,2.92,38.00,1.0816,-1.39,2.57,CROSSWIND
6,60.10,BAGNÈRES-DE-BIGORRE (D935-VC-D935-D938),522.98,2026-07-09 12:09:00+00:00,2026-07-09 12:19:00+00:00,600,69.138,186.024,34.30,2.92,38.00,1.0789,-1.40,2.56,CROSSWIND
6,63.80,D938 Quartier Haut de la Côte,625.08,2026-07-09 12:13:00+00:00,2026-07-09 12:24:00+00:00,660,69.047,188.990,33.40,2.83,58.00,1.0766,2.63,1.03,HEADWIND
6,65.50,La Coume (près) (MÉRILHEU),614.79,2026-07-09 12:16:00+00:00,2026-07-09 12:26:00+00:00,600,68.955,190.608,32.80,2.76,46.00,1.0678,2.68,0.66,HEADWIND
6,67.40,CIEUTAT,566.20,2026-07-09 12:18:00+00:00,2026-07-09 12:29:00+00:00,660,68.853,192.234,33.40,3.04,46.00,1.0743,2.97,0.63,HEADWIND
6,73.90,Abbaye de l'Escaladieu (BONNEMAZON),309.07,2026-07-09 12:26:00+00:00,2026-07-09 12:38:00+00:00,720,68.422,197.641,35.60,2.62,40.00,1.0834,1.63,2.05,CROSSWIND
6,74.30,L'Escaladieu (MAUVEZIN),307.43,2026-07-09 12:27:00+00:00,2026-07-09 12:38:00+00:00,660,68.395,197.957,35.70,3.06,38.00,1.0847,1.99,2.33,CROSSWIND
6,77.10,MAUVEZIN,489.76,2026-07-09 12:32:00+00:00,2026-07-09 12:44:00+00:00,720,68.052,201.323,35.10,3.08,36.00,1.0910,2.79,1.30,HEADWIND
6,77.30,Côte de Mauvezin,503.13,2026-07-09 12:32:00+00:00,2026-07-09 12:45:00+00:00,780,68.018,201.624,34.90,3.08,36.00,1.0877,-0.58,3.03,CROSSWIND
6,79.80,CAPVERN,584.33,2026-07-09 12:36:00+00:00,2026-07-09 12:48:00+00:00,720,67.763,203.708,34.70,2.48,47.00,1.0773,0.22,2.47,CROSSWIND
6,85.10,Avezac-Gare (D938-D929 A) (AVEZAC-PRAT-LAHITTE),661.07,2026-07-09 12:43:00+00:00,2026-07-09 12:56:00+00:00,780,67.169,208.091,33.80,4.32,48.00,1.0656,3.08,3.03,HEADWIND
6,85.50,Passage à niveau :,653.25,2026-07-09 12:43:00+00:00,2026-07-09 12:57:00+00:00,840,67.128,208.377,33.70,4.32,48.00,1.0654,2.00,3.83,CROSSWIND
6,91.80,D929 A Carrefour D929 A-D929,630.89,2026-07-09 12:52:00+00:00,2026-07-09 13:06:00+00:00,840,66.314,213.305,32.70,3.45,68.00,1.0619,0.40,3.43,CROSSWIND
6,92.30,D929 HÈCHES,620.43,2026-07-09 12:52:00+00:00,2026-07-09 13:07:00+00:00,900,66.268,213.573,32.80,3.69,41.00,1.0645,-2.67,2.55,TAILWIND
6,94.90,Rebouc,601.76,2026-07-09 12:56:00+00:00,2026-07-09 13:10:00+00:00,840,65.922,215.405,34.70,3.84,39.00,1.0642,-3.84,0.19,TAILWIND
6,98.00,SARRANCOLIN,614.21,2026-07-09 13:00:00+00:00,2026-07-09 13:15:00+00:00,900,65.452,217.678,34.80,3.23,22.00,1.0649,-2.53,2.00,TAILWIND
6,99.80,Beyrède (BEYRÈDE-JUMET-CAMOUS),634.47,2026-07-09 13:02:00+00:00,2026-07-09 13:18:00+00:00,960,65.183,218.911,35.00,3.23,22.00,1.0631,-2.73,1.72,TAILWIND
6,101.10,Escalère (BEYRÈDE-JUMET-CAMOUS),644.38,2026-07-09 13:04:00+00:00,2026-07-09 13:20:00+00:00,960,64.960,219.879,34.80,4.10,3.00,1.0614,-4.02,0.79,TAILWIND
6,106.00,ARREAU (D929-D918),694.80,2026-07-09 13:11:00+00:00,2026-07-09 13:27:00+00:00,960,64.152,223.117,34.80,4.73,13.00,1.0553,-4.05,2.44,TAILWIND
6,108.10,D918 Le Plagnou (près) (ASPIN-AURE),784.12,2026-07-09 13:15:00+00:00,2026-07-09 13:32:00+00:00,1020,63.578,225.050,33.80,4.73,13.00,1.0461,-2.49,4.02,CROSSWIND
6,118.10,Col d'Aspin,1480.46,2026-07-09 13:37:00+00:00,2026-07-09 13:58:00+00:00,1260,60.217,234.397,27.80,4.14,37.00,0.9890,-1.05,4.00,CROSSWIND
6,122.90,Payolle (CAMPAN),1126.54,2026-07-09 13:43:00+00:00,2026-07-09 14:04:00+00:00,1260,59.337,236.436,31.30,2.73,8.00,1.0178,1.74,2.11,CROSSWIND
6,126.60,La Séoube (CAMPAN),985.69,2026-07-09 13:47:00+00:00,2026-07-09 14:09:00+00:00,1320,58.656,237.883,32.40,4.22,5.00,1.0302,2.97,3.00,CROSSWIND
6,127.70,Hountmelouse (CAMPAN),945.15,2026-07-09 13:49:00+00:00,2026-07-09 14:10:00+00:00,1260,58.425,238.353,32.70,3.62,28.00,1.0339,2.16,2.90,CROSSWIND
6,128.40,Mariouse Daban (CAMPAN),916.52,2026-07-09 13:49:00+00:00,2026-07-09 14:11:00+00:00,1320,58.348,238.503,32.80,3.13,17.00,1.0349,2.94,1.07,HEADWIND
6,129.30,Trassouet (CAMPAN),895.13,2026-07-09 13:50:00+00:00,2026-07-09 14:12:00+00:00,1320,58.188,238.812,33.00,3.13,17.00,1.0380,2.46,1.94,HEADWIND
6,130.20,Sainte-Marie-de-Campan (CAMPAN),868.90,2026-07-09 13:52:00+00:00,2026-07-09 14:13:00+00:00,1260,57.954,239.276,33.20,3.13,17.00,1.0408,1.36,2.82,CROSSWIND
6,131.10,Les Bulanettes (CAMPAN),855.41,2026-07-09 13:53:00+00:00,2026-07-09 14:14:00+00:00,1260,57.801,239.583,33.30,1.48,28.00,1.0423,-1.11,0.98,LIGHT
6,132.60,Las Basses (CAMPAN),921.73,2026-07-09 13:56:00+00:00,2026-07-09 14:18:00+00:00,1320,57.250,240.701,32.70,3.13,17.00,1.0380,-2.53,1.84,TAILWIND
6,132.90,Pas de la Barane (CAMPAN),934.10,2026-07-09 13:57:00+00:00,2026-07-09 14:19:00+00:00,1320,57.092,241.012,32.40,3.13,17.00,1.0348,-2.66,1.65,TAILWIND
6,134.80,Gripp (CAMPAN),987.08,2026-07-09 14:01:00+00:00,2026-07-09 14:24:00+00:00,1380,56.379,242.393,31.80,3.13,17.00,1.0309,-3.08,0.58,TAILWIND
6,137.30,Artigues (CAMPAN),1182.99,2026-07-09 14:06:00+00:00,2026-07-09 14:31:00+00:00,1500,55.418,244.141,29.90,4.03,14.00,1.0109,-3.48,2.03,TAILWIND
6,143.20,La Mongie,1699.10,2026-07-09 14:19:00+00:00,2026-07-09 14:46:00+00:00,1620,53.100,247.972,25.30,2.97,42.00,0.9732,-2.89,0.67,TAILWIND
6,147.80,Col du Tourmalet - Souvenir Jacques Goddet,2115.49,2026-07-09 14:30:00+00:00,2026-07-09 14:58:00+00:00,1680,51.153,250.847,22.60,2.05,47.00,0.9392,-0.48,1.99,LIGHT
6,152.40,Super Barèges,1731.79,2026-07-09 14:35:00+00:00,2026-07-09 15:03:00+00:00,1680,50.297,252.042,25.70,1.84,119.00,0.9702,0.56,1.75,LIGHT
6,156.00,"Tournaboup (BARÈGES, SERS)",1462.71,2026-07-09 14:38:00+00:00,2026-07-09 15:07:00+00:00,1740,49.705,252.842,28.40,2.11,85.00,0.9866,1.03,1.84,LIGHT
6,158.70,BARÈGES,1280.38,2026-07-09 14:41:00+00:00,2026-07-09 15:10:00+00:00,1740,49.197,253.522,29.80,3.16,18.00,1.0002,-1.51,2.78,CROSSWIND
6,162.90,BETPOUEY (près),966.44,2026-07-09 14:46:00+00:00,2026-07-09 15:15:00+00:00,1740,48.345,254.642,30.60,1.03,241.00,1.0315,1.00,0.23,LIGHT
6,164.40,Lonquere Garets (VIELLA),853.39,2026-07-09 14:47:00+00:00,2026-07-09 15:17:00+00:00,1800,48.089,254.970,31.40,1.24,346.00,1.0397,-0.03,1.24,LIGHT
6,165.60,ESTERRE,760.95,2026-07-09 14:48:00+00:00,2026-07-09 15:18:00+00:00,1800,47.921,255.187,32.00,1.24,346.00,1.0488,-0.36,1.19,LIGHT
6,166.40,LUZ-SAINT-SAUVEUR (D918-D921),730.04,2026-07-09 14:49:00+00:00,2026-07-09 15:19:00+00:00,1800,47.750,255.401,32.60,1.24,346.00,1.0513,-0.14,1.23,LIGHT
6,171.00,D921 Sia,831.07,2026-07-09 14:58:00+00:00,2026-07-09 15:29:00+00:00,1860,46.078,257.467,31.90,1.24,346.00,1.0529,-1.24,0.08,LIGHT
6,173.50,Pragnères,907.46,2026-07-09 15:03:00+00:00,2026-07-09 15:35:00+00:00,1920,45.086,258.644,31.30,1.98,45.00,1.0485,-1.03,1.69,LIGHT
6,177.30,Gèdre,990.24,2026-07-09 15:11:00+00:00,2026-07-09 15:44:00+00:00,1980,43.551,260.405,29.60,4.65,109.00,1.0380,-1.38,4.44,CROSSWIND
6,180.10,Biroulet,1110.82,2026-07-09 15:17:00+00:00,2026-07-09 15:51:00+00:00,2040,42.374,261.695,27.60,5.20,101.00,1.0384,-1.83,4.87,CROSSWIND
6,181.50,Chaos de Coumély,1188.46,2026-07-09 15:19:00+00:00,2026-07-09 15:54:00+00:00,2100,41.928,262.179,27.10,4.65,109.00,1.0307,-2.98,3.57,CROSSWIND
6,182.60,Couret,1217.10,2026-07-09 15:22:00+00:00,2026-07-09 15:57:00+00:00,2100,41.387,262.756,26.80,5.20,101.00,1.0237,-1.29,5.04,CROSSWIND
6,185.60,Gavarnie (D921-D128) (entrée),1353.10,2026-07-09 15:28:00+00:00,2026-07-09 16:04:00+00:00,2160,40.215,263.989,28.00,5.20,67.00,1.0058,-4.31,2.91,TAILWIND
6,186.20,D128 GAVARNIE-GÈDRE (1 380 m),1374.46,2026-07-09 15:29:00+00:00,2026-07-09 16:05:00+00:00,2160,40.034,264.173,27.70,5.20,67.00,1.0021,-0.80,5.14,CROSSWIND
7,0.00,VC HAGETMAU (VC-D933 S),127.35,2026-07-10 11:15:00+00:00,2026-07-10 11:15:00+00:00,0,65.913,148.821,27.80,2.91,266.00,1.1418,-0.86,2.78,CROSSWIND
7,0.00,D933 S HAGETMAU,127.35,2026-07-10 11:25:00+00:00,2026-07-10 11:25:00+00:00,0,66.776,154.177,27.80,2.91,266.00,1.1418,-0.86,2.78,CROSSWIND
7,3.00,Barrat (près) (HORSARRIEU),64.60,2026-07-10 11:29:00+00:00,2026-07-10 11:29:00+00:00,0,67.053,156.455,27.80,2.80,268.00,1.1505,-0.38,2.77,CROSSWIND
7,3.20,Menhir de Capdoubos (près) (SAINTE-COLOMBE),62.39,2026-07-10 11:29:00+00:00,2026-07-10 11:29:00+00:00,0,67.051,156.457,27.80,2.80,268.00,1.1500,-0.37,2.77,CROSSWIND
7,4.50,DUMES (près),95.68,2026-07-10 11:31:00+00:00,2026-07-10 11:31:00+00:00,0,67.181,157.607,27.70,2.80,268.00,1.1472,-0.37,2.78,CROSSWIND
7,9.10,SAINT-SEVER,91.60,2026-07-10 11:37:00+00:00,2026-07-10 11:38:00+00:00,60,67.561,161.453,27.70,2.93,278.00,1.1470,-2.15,1.99,TAILWIND
7,15.50,BAS-MAUCO (près),59.19,2026-07-10 11:45:00+00:00,2026-07-10 11:47:00+00:00,120,67.931,166.584,27.80,2.60,268.00,1.1500,-0.30,2.58,CROSSWIND
7,18.80,Castagnet (près) (BENQUET),76.28,2026-07-10 11:49:00+00:00,2026-07-10 11:52:00+00:00,180,68.075,169.384,27.90,2.63,261.00,1.1478,-1.49,2.16,CROSSWIND
7,21.40,Quartier Sitton (près) (HAUT-MAUCO),84.87,2026-07-10 11:53:00+00:00,2026-07-10 11:55:00+00:00,120,68.159,171.582,28.40,2.41,275.00,1.1455,-1.02,2.18,CROSSWIND
7,24.50,SAINT-PIERRE-DU-MONT,89.82,2026-07-10 11:57:00+00:00,2026-07-10 12:00:00+00:00,180,68.232,174.421,31.10,2.80,272.00,1.1379,-1.02,2.61,CROSSWIND
7,25.90,MONT-DE-MARSAN (D933 S-VC-D53),63.02,2026-07-10 11:59:00+00:00,2026-07-10 12:02:00+00:00,180,68.252,175.676,32.60,3.70,270.00,1.1358,-2.16,3.00,CROSSWIND
7,26.20,Passage à niveau N° 29.,64.30,2026-07-10 11:59:00+00:00,2026-07-10 12:02:00+00:00,180,68.252,175.684,32.60,3.70,270.00,1.1363,-1.47,3.39,CROSSWIND
7,32.60,Carrefour D53-D53 E,65.78,2026-07-10 12:08:00+00:00,2026-07-10 12:12:00+00:00,240,68.269,181.611,30.70,3.21,265.00,1.1399,3.13,0.71,HEADWIND
7,35.90,D53 E Carrefour D53 E-D651,66.09,2026-07-10 12:12:00+00:00,2026-07-10 12:16:00+00:00,240,68.213,184.057,30.00,3.04,261.00,1.1420,-0.48,3.00,CROSSWIND
7,38.80,Parentis d'Uchacq (UCHACQ-ET-PARENTIS),61.57,2026-07-10 12:16:00+00:00,2026-07-10 12:20:00+00:00,240,68.120,186.511,30.40,3.00,244.00,1.1406,0.04,3.00,CROSSWIND
7,42.60,CÈRE,66.35,2026-07-10 12:20:00+00:00,2026-07-10 12:26:00+00:00,360,67.957,189.587,31.40,2.73,246.00,1.1365,-1.78,2.07,CROSSWIND
7,49.00,BROCAS LES FORGES,80.39,2026-07-10 12:29:00+00:00,2026-07-10 12:35:00+00:00,360,67.556,194.966,32.00,2.16,257.00,1.1338,1.25,1.76,LIGHT
7,56.20,LABRIT,87.73,2026-07-10 12:38:00+00:00,2026-07-10 12:45:00+00:00,420,66.976,200.415,31.30,1.71,277.00,1.1329,0.45,1.65,LIGHT
7,73.90,LUXEY,90.18,2026-07-10 13:01:00+00:00,2026-07-10 13:11:00+00:00,600,64.863,213.298,32.80,1.20,275.00,1.1275,0.10,1.20,LIGHT
7,84.00,SORE (D651-D43),75.21,2026-07-10 13:15:00+00:00,2026-07-10 13:25:00+00:00,600,63.316,219.788,33.30,1.60,266.00,1.1266,-0.52,1.51,LIGHT
7,98.30,SAINT-SYMPHORIEN (D220-D3-D11),63.38,2026-07-10 13:33:00+00:00,2026-07-10 13:45:00+00:00,720,60.849,227.707,33.80,1.61,277.00,1.1280,-0.15,1.60,LIGHT
7,103.20,D11 Carrefour D11-D220,59.30,2026-07-10 13:40:00+00:00,2026-07-10 13:52:00+00:00,720,59.884,230.302,33.40,1.75,283.00,1.1303,-0.02,1.75,LIGHT
7,107.30,D220 ORIGNE (D220-D110-D220),52.15,2026-07-10 13:45:00+00:00,2026-07-10 13:58:00+00:00,780,59.091,232.257,33.50,1.73,280.00,1.1280,-1.15,1.29,LIGHT
7,108.70,Blaye,62.22,2026-07-10 13:47:00+00:00,2026-07-10 14:00:00+00:00,780,58.800,232.946,33.50,1.73,280.00,1.1268,0.02,1.73,LIGHT
7,113.50,GUILLOS (D220-D125),77.53,2026-07-10 13:53:00+00:00,2026-07-10 14:07:00+00:00,840,57.830,235.230,34.70,1.60,274.00,1.1213,0.27,1.58,LIGHT
7,120.20,D125 LANDIRAS (D125-D11) (entrée),44.06,2026-07-10 14:02:00+00:00,2026-07-10 14:17:00+00:00,900,56.366,238.372,35.30,1.60,274.00,1.1234,-1.53,0.47,LIGHT
7,120.30,LANDIRAS,44.06,2026-07-10 14:02:00+00:00,2026-07-10 14:17:00+00:00,900,56.366,238.372,35.30,1.60,274.00,1.1238,-1.60,0.07,LIGHT
7,123.10,D11 Artigues,51.34,2026-07-10 14:06:00+00:00,2026-07-10 14:21:00+00:00,900,55.733,239.631,35.70,1.51,278.00,1.1248,0.26,1.49,LIGHT
7,125.50,ILLATS,37.04,2026-07-10 14:09:00+00:00,2026-07-10 14:24:00+00:00,900,55.259,240.531,35.90,1.39,291.00,1.1247,-0.80,1.14,LIGHT
7,128.20,Carrefour D11-D117 E2,26.01,2026-07-10 14:12:00+00:00,2026-07-10 14:28:00+00:00,960,54.697,241.583,35.80,1.39,291.00,1.1257,0.15,1.38,LIGHT
7,131.10,CÉRONS (D117 E2-D117-D11),16.07,2026-07-10 14:16:00+00:00,2026-07-10 14:32:00+00:00,960,54.045,242.765,36.20,1.70,273.00,1.1266,-0.79,1.50,LIGHT
7,133.90,D11 CADILLAC-SUR-GARONNE (D11-D10-D10 E7),0.97,2026-07-10 14:20:00+00:00,2026-07-10 14:36:00+00:00,960,53.397,243.888,36.10,1.91,276.00,1.1226,-1.61,1.03,LIGHT
7,134.30,D10 E7 BÉGUEY (D10 E7-D13),6.68,2026-07-10 14:20:00+00:00,2026-07-10 14:37:00+00:00,1020,53.316,244.025,36.00,1.91,276.00,1.1207,0.33,1.88,LIGHT
7,136.00,D13 Reynon,25.41,2026-07-10 14:22:00+00:00,2026-07-10 14:39:00+00:00,1020,52.990,244.561,35.70,1.96,285.00,1.1162,-1.00,1.68,LIGHT
7,137.30,Côte de Béguey,78.36,2026-07-10 14:24:00+00:00,2026-07-10 14:41:00+00:00,1020,52.663,245.100,35.70,1.96,285.00,1.1172,0.51,1.89,LIGHT
7,138.40,Jourdan (près) (RIONS),106.56,2026-07-10 14:25:00+00:00,2026-07-10 14:43:00+00:00,1080,52.414,245.503,36.10,2.18,286.00,1.1168,0.93,1.97,LIGHT
7,139.10,CARDAN,108.08,2026-07-10 14:26:00+00:00,2026-07-10 14:44:00+00:00,1080,52.248,245.768,36.10,2.18,286.00,1.1161,-0.97,1.95,LIGHT
7,142.70,Gaudin,101.33,2026-07-10 14:31:00+00:00,2026-07-10 14:49:00+00:00,1080,51.437,247.056,36.30,2.12,278.00,1.1162,0.57,2.04,CROSSWIND
7,144.10,CAPIAN,92.07,2026-07-10 14:33:00+00:00,2026-07-10 14:51:00+00:00,1080,51.113,247.563,36.70,2.12,278.00,1.1213,1.83,1.07,LIGHT
7,145.70,Carrefour D13-D140,61.09,2026-07-10 14:35:00+00:00,2026-07-10 14:53:00+00:00,1080,50.795,248.067,36.50,2.14,281.00,1.1239,2.13,0.21,HEADWIND
7,150.10,D140 Carrefour D140-D239,23.28,2026-07-10 14:41:00+00:00,2026-07-10 14:59:00+00:00,1080,49.831,249.552,36.20,2.12,278.00,1.1253,1.46,1.54,LIGHT
7,150.60,D239 LANGOIRAN (D239-D240),9.98,2026-07-10 14:41:00+00:00,2026-07-10 15:00:00+00:00,1140,49.751,249.675,36.20,2.12,278.00,1.1263,1.63,1.35,LIGHT
7,151.50,D240 LE TOURNE (D240-D10 E6-D10),7.20,2026-07-10 14:43:00+00:00,2026-07-10 15:01:00+00:00,1080,49.506,250.036,36.20,2.11,275.00,1.1265,1.15,1.77,LIGHT
7,153.40,D10 Rouquey (TABANAC),7.04,2026-07-10 14:45:00+00:00,2026-07-10 15:04:00+00:00,1140,49.096,250.623,36.20,2.11,275.00,1.1269,1.57,1.41,LIGHT
7,155.10,BAURECH,9.56,2026-07-10 14:47:00+00:00,2026-07-10 15:06:00+00:00,1140,48.770,251.088,35.70,2.12,278.00,1.1285,2.10,0.31,HEADWIND
7,157.00,CAMBES,9.26,2026-07-10 14:50:00+00:00,2026-07-10 15:09:00+00:00,1140,48.275,251.785,35.50,2.20,273.00,1.1286,1.96,1.00,LIGHT
7,159.20,"Esconac (CAMBES, QUINSAC)",7.23,2026-07-10 14:53:00+00:00,2026-07-10 15:12:00+00:00,1140,47.778,252.466,34.10,3.34,261.00,1.1305,2.48,2.24,HEADWIND
7,160.10,Le Joucla,5.74,2026-07-10 14:54:00+00:00,2026-07-10 15:14:00+00:00,1200,47.526,252.805,34.20,3.34,261.00,1.1322,0.92,3.21,CROSSWIND
7,160.70,Bigueresse,7.02,2026-07-10 14:55:00+00:00,2026-07-10 15:15:00+00:00,1200,47.359,253.029,33.40,3.52,263.00,1.1349,1.39,3.23,CROSSWIND
7,162.00,QUINSAC (près),7.20,2026-07-10 14:56:00+00:00,2026-07-10 15:16:00+00:00,1200,47.188,253.245,34.00,3.61,256.00,1.1326,-1.61,3.23,CROSSWIND
7,163.30,CAMBLANES-ET-MEYNAC,8.91,2026-07-10 14:58:00+00:00,2026-07-10 15:18:00+00:00,1200,46.842,253.695,34.80,3.52,255.00,1.1296,-0.91,3.40,CROSSWIND
7,164.30,Carrefour D10-D113,7.99,2026-07-10 14:59:00+00:00,2026-07-10 15:20:00+00:00,1260,46.589,254.026,34.80,3.52,255.00,1.1302,-0.91,3.40,CROSSWIND
7,166.90,D113 LATRESNE,4.77,2026-07-10 15:03:00+00:00,2026-07-10 15:23:00+00:00,1200,45.995,254.782,34.60,3.38,251.00,1.1310,0.31,3.37,CROSSWIND
7,169.10,BOULIAC (D113-VC),4.44,2026-07-10 15:06:00+00:00,2026-07-10 15:27:00+00:00,1260,45.401,255.534,35.20,3.10,249.00,1.1292,1.89,2.45,CROSSWIND
7,169.60,VC FLOIRAC,4.26,2026-07-10 15:06:00+00:00,2026-07-10 15:27:00+00:00,1260,45.402,255.527,34.80,2.95,246.00,1.1311,0.22,2.94,CROSSWIND
7,170.60,Pont Simone Veil,4.01,2026-07-10 15:07:00+00:00,2026-07-10 15:29:00+00:00,1320,45.147,255.849,34.80,2.95,246.00,1.1311,-0.16,2.95,CROSSWIND
7,171.20,BORDEAUX (entrée),2.72,2026-07-10 15:08:00+00:00,2026-07-10 15:30:00+00:00,1320,44.979,256.065,34.80,2.95,246.00,1.1304,2.92,0.45,HEADWIND
7,175.10,BORDEAUX,6.21,2026-07-10 15:13:00+00:00,2026-07-10 15:35:00+00:00,1320,44.131,257.100,34.90,2.91,243.00,1.1302,-0.89,2.77,CROSSWIND
8,0.00,VC PÉRIGUEUX (VC-D6021-D6089),99.88,2026-07-11 11:15:00+00:00,2026-07-11 11:15:00+00:00,0,64.937,153.264,34.10,1.43,155.00,1.1274,1.43,0.08,LIGHT
8,0.00,D6089 Boulazac (D6089-N221) (BOULAZAC ISLE MANOIRE),99.88,2026-07-11 11:21:00+00:00,2026-07-11 11:22:00+00:00,60,65.422,156.661,34.10,1.43,155.00,1.1274,1.43,0.08,LIGHT
8,0.00,N221 PÉRIGUEUX,99.88,2026-07-11 11:25:00+00:00,2026-07-11 11:25:00+00:00,0,65.656,158.535,34.10,1.43,155.00,1.1274,1.43,0.08,LIGHT
8,2.40,Saint-Laurent-sur-Manoire (N221-D6089) (BOULAZAC ISLE MANOIRE),107.22,2026-07-11 11:28:00+00:00,2026-07-11 11:28:00+00:00,0,65.863,160.198,34.10,1.75,149.00,1.1283,1.48,0.94,LIGHT
8,4.90,D6089 Niversac (BOULAZAC ISLE MANOIRE),116.61,2026-07-11 11:31:00+00:00,2026-07-11 11:32:00+00:00,60,66.081,162.163,34.10,1.97,150.00,1.1273,1.33,1.45,LIGHT
8,5.00,Passage à niveau N° 294.,116.47,2026-07-11 11:31:00+00:00,2026-07-11 11:32:00+00:00,60,66.082,162.165,34.10,1.97,150.00,1.1273,1.91,0.47,LIGHT
8,6.10,Sainte-Marie-de-Chignac (BOULAZAC ISLE MANOIRE),117.70,2026-07-11 11:33:00+00:00,2026-07-11 11:34:00+00:00,60,66.192,163.305,34.10,1.97,150.00,1.1270,1.21,1.55,LIGHT
8,8.40,SAINT-PIERRE-DE-CHIGNAC,130.36,2026-07-11 11:36:00+00:00,2026-07-11 11:37:00+00:00,60,66.349,165.043,33.40,2.11,149.00,1.1277,2.00,0.68,LIGHT
8,11.40,SAINT-CRÉPIN-D'AUBEROCHE,145.48,2026-07-11 11:40:00+00:00,2026-07-11 11:41:00+00:00,60,66.523,167.399,33.40,2.06,151.00,1.1263,0.82,1.89,LIGHT
8,14.10,Milhac Gare (BASSILLAC ET AUBEROCHE),160.83,2026-07-11 11:43:00+00:00,2026-07-11 11:45:00+00:00,120,66.646,169.487,33.00,1.80,161.00,1.1254,0.28,1.78,LIGHT
8,17.50,La Chènevrière,181.64,2026-07-11 11:48:00+00:00,2026-07-11 11:50:00+00:00,120,66.791,172.481,32.90,1.51,172.00,1.1233,0.26,1.49,LIGHT
8,19.40,FOSSEMAGNE,197.81,2026-07-11 11:50:00+00:00,2026-07-11 11:53:00+00:00,180,66.848,173.994,32.80,1.51,172.00,1.1222,-0.49,1.43,LIGHT
8,26.20,THENON (D6089-D67),257.68,2026-07-11 11:59:00+00:00,2026-07-11 12:02:00+00:00,180,66.924,179.475,33.90,2.28,157.00,1.1113,0.51,2.22,CROSSWIND
8,31.50,D67 La Rivière,154.81,2026-07-11 12:06:00+00:00,2026-07-11 12:10:00+00:00,240,66.893,184.004,34.50,2.10,155.00,1.1195,1.27,1.67,LIGHT
8,34.30,AURIAC-DU-PÉRIGORD,126.44,2026-07-11 12:10:00+00:00,2026-07-11 12:14:00+00:00,240,66.836,186.429,34.70,2.12,161.00,1.1202,1.36,1.62,LIGHT
