stage_number,km_from_start,waypoint_label,elevation_by_distance_m,window_start,window_end,window_width_s,sun_elevation_deg,sun_azimuth_deg,temperature_c,wind_speed_ms,wind_dir_deg,air_density_kgm3,headwind_ms,crosswind_ms,exposure_class
1,0.00,BARCELONE-Fòrum,8.00,2026-07-04 15:05:00+00:00,2026-07-04 16:55:00+00:00,6600,36.209,269.746,31.00,4.63,194.00,1.1607,4.01,2.31,HEADWIND
1,0.10,Avinguda del Litoral,8.00,2026-07-04 15:05:00+00:00,2026-07-04 16:55:00+00:00,6600,36.210,269.745,31.00,4.63,194.00,1.1610,3.94,2.43,HEADWIND
1,2.60,Carre de l'Arquitecte Sert,12.00,2026-07-04 15:08:00+00:00,2026-07-04 16:58:00+00:00,6600,35.662,270.239,30.90,4.63,194.00,1.1606,2.58,3.84,CROSSWIND
1,2.60,Port Olimpic,12.00,2026-07-04 15:08:00+00:00,2026-07-04 16:58:00+00:00,6600,35.662,270.239,30.90,4.63,194.00,1.1606,2.58,3.84,CROSSWIND
1,2.70,Carrer de Salvador Espriu,12.00,2026-07-04 15:08:00+00:00,2026-07-04 16:58:00+00:00,6600,35.662,270.239,30.90,4.63,194.00,1.1602,1.56,4.36,CROSSWIND
1,3.00,Carrer de Jaume Vicens I Vives,10.00,2026-07-04 15:08:00+00:00,2026-07-04 16:58:00+00:00,6600,35.660,270.239,30.90,4.63,194.00,1.1609,-4.07,2.22,TAILWIND
1,3.10,Carrer de Carmen Amaya,5.00,2026-07-04 15:08:00+00:00,2026-07-04 16:58:00+00:00,6600,35.660,270.238,30.90,4.63,194.00,1.1609,-4.15,2.06,TAILWIND
1,3.50,Passeig de Calvell,7.00,2026-07-04 15:09:00+00:00,2026-07-04 16:59:00+00:00,6600,35.470,270.403,31.00,4.63,194.00,1.1611,-4.49,1.12,TAILWIND
1,4.00,Passeig de Garcia Fària,5.00,2026-07-04 15:09:00+00:00,2026-07-04 16:59:00+00:00,6600,35.467,270.403,31.00,4.63,194.00,1.1608,-4.26,1.80,TAILWIND
1,4.40,Carrer de Bac de Roda,14.00,2026-07-04 15:10:00+00:00,2026-07-04 17:00:00+00:00,6600,35.279,270.566,30.90,4.63,194.00,1.1611,-4.63,0.16,TAILWIND
1,4.90,Carrer de Llull,10.00,2026-07-04 15:10:00+00:00,2026-07-04 17:00:00+00:00,6600,35.281,270.563,30.90,4.63,194.00,1.1605,-3.94,2.44,TAILWIND
1,5.10,Point chrono n°1 / Carrer de Llull,13.00,2026-07-04 15:11:00+00:00,2026-07-04 17:01:00+00:00,6600,35.092,270.727,31.00,4.63,194.00,1.1607,-3.95,2.42,TAILWIND
1,5.60,Passage à niveau : tramway,8.00,2026-07-04 15:11:00+00:00,2026-07-04 17:01:00+00:00,6600,35.089,270.727,31.00,4.63,194.00,1.1608,-3.97,2.38,TAILWIND
1,5.60,Carrer de Josep Pla,8.00,2026-07-04 15:11:00+00:00,2026-07-04 17:01:00+00:00,6600,35.089,270.727,31.00,4.63,194.00,1.1608,-3.97,2.38,TAILWIND
1,6.70,Carrer de Cantàbria,10.00,2026-07-04 15:12:00+00:00,2026-07-04 17:02:00+00:00,6600,34.909,270.879,30.90,4.63,194.00,1.1607,-2.41,3.95,CROSSWIND
1,7.20,Rambla de Guipúscoa,13.00,2026-07-04 15:13:00+00:00,2026-07-04 17:03:00+00:00,6600,34.725,271.038,30.90,4.63,194.00,1.1605,0.14,4.63,CROSSWIND
1,8.20,Carrer d'Aragó,18.00,2026-07-04 15:14:00+00:00,2026-07-04 17:04:00+00:00,6600,34.543,271.200,30.90,4.63,194.00,1.1598,3.96,2.40,HEADWIND
1,9.80,Carrer de Lepant,36.00,2026-07-04 15:16:00+00:00,2026-07-04 17:06:00+00:00,6600,34.178,271.522,30.80,4.63,194.00,1.1576,3.83,2.60,HEADWIND
1,10.10,Carrer de Mallorca,33.00,2026-07-04 15:16:00+00:00,2026-07-04 17:06:00+00:00,6600,34.180,271.520,30.80,4.63,194.00,1.1583,3.93,2.45,HEADWIND
1,10.30,Sagrada Familia,33.00,2026-07-04 15:16:00+00:00,2026-07-04 17:06:00+00:00,6600,34.181,271.520,30.70,4.63,194.00,1.1576,-4.49,1.12,TAILWIND
1,10.50,Point chrono n°2 / Sagrada Familia,41.00,2026-07-04 15:16:00+00:00,2026-07-04 17:06:00+00:00,6600,34.183,271.520,30.70,4.63,194.00,1.1577,3.97,2.38,HEADWIND
1,10.90,Plaça de Mossèn Jacint Verdaguer,46.00,2026-07-04 15:17:00+00:00,2026-07-04 17:07:00+00:00,6600,33.998,271.681,30.70,4.63,194.00,1.1570,3.92,2.47,HEADWIND
1,11.80,Passeig de Gràcia,42.00,2026-07-04 15:18:00+00:00,2026-07-04 17:08:00+00:00,6600,33.814,271.843,30.30,4.38,207.00,1.1594,3.93,1.93,HEADWIND
1,12.00,Carrer d'Aragó,41.00,2026-07-04 15:18:00+00:00,2026-07-04 17:08:00+00:00,6600,33.814,271.844,30.30,4.38,207.00,1.1594,2.17,3.81,CROSSWIND
1,14.30,Carrer de Tarragona,34.00,2026-07-04 15:21:00+00:00,2026-07-04 17:11:00+00:00,6600,33.263,272.325,30.40,4.38,207.00,1.1603,4.13,1.46,HEADWIND
1,14.60,Plaça d'Espanya,29.00,2026-07-04 15:21:00+00:00,2026-07-04 17:11:00+00:00,6600,33.262,272.327,30.40,4.38,207.00,1.1608,2.35,3.70,CROSSWIND
1,14.80,Avigunda de la Reina Maria Cristina,26.00,2026-07-04 15:21:00+00:00,2026-07-04 17:11:00+00:00,6600,33.261,272.329,30.40,4.38,207.00,1.1603,2.33,3.71,CROSSWIND
1,15.20,Avinguda de Rius i Taulet,40.00,2026-07-04 15:22:00+00:00,2026-07-04 17:12:00+00:00,6600,33.071,272.492,30.30,4.38,207.00,1.1597,0.42,4.36,CROSSWIND
1,15.50,Carrer de Lleida,39.00,2026-07-04 15:22:00+00:00,2026-07-04 17:12:00+00:00,6600,33.069,272.493,30.30,4.38,207.00,1.1597,2.61,3.52,CROSSWIND
1,15.90,Passeig de Santa Madrona,51.00,2026-07-04 15:22:00+00:00,2026-07-04 17:12:00+00:00,6600,33.067,272.497,30.20,4.38,207.00,1.1587,-1.93,3.93,CROSSWIND
1,15.90,Point chrono n°3 / Passeig de Santa Madrona,51.00,2026-07-04 15:22:00+00:00,2026-07-04 17:12:00+00:00,6600,33.067,272.497,30.20,4.38,207.00,1.1587,-1.93,3.93,CROSSWIND
1,16.80,Avinguda de l'Estadi,90.00,2026-07-04 15:23:00+00:00,2026-07-04 17:13:00+00:00,6600,32.880,272.658,30.00,4.38,207.00,1.1549,-0.32,4.37,CROSSWIND
1,17.90,Carrer dels Jocs del 92,65.00,2026-07-04 15:25:00+00:00,2026-07-04 17:15:00+00:00,6600,32.514,272.970,30.10,4.38,207.00,1.1573,2.10,3.84,CROSSWIND
1,18.80,Carrer del Foc,62.00,2026-07-04 15:25:00+00:00,2026-07-04 17:15:00+00:00,6600,32.510,272.976,30.10,4.38,207.00,1.1574,-2.44,3.64,CROSSWIND
1,18.90,Passeig Olimpic,82.00,2026-07-04 15:26:00+00:00,2026-07-04 17:16:00+00:00,6600,32.322,273.135,30.10,4.38,207.00,1.1566,-3.86,2.08,TAILWIND
1,19.60,Côte du Stade Olympique de Montjuïc,105.00,2026-07-04 15:26:00+00:00,2026-07-04 17:16:00+00:00,6600,32.318,273.136,29.90,4.38,207.00,1.1528,-4.35,0.49,TAILWIND
2,0.00,N-340 TARRAGONE,17.00,2026-07-05 11:55:00+00:00,2026-07-05 11:55:00+00:00,0,71.606,176.710,29.80,3.20,182.00,1.1631,-1.40,2.88,CROSSWIND
2,0.00,TARRAGONE (VC-N-340),17.00,2026-07-05 11:45:00+00:00,2026-07-05 11:45:00+00:00,0,71.380,169.479,29.80,3.20,182.00,1.1631,-1.40,2.88,CROSSWIND
2,0.60,Cala Romana (près),18.00,2026-07-05 11:56:00+00:00,2026-07-05 11:56:00+00:00,0,71.614,177.459,29.80,3.20,182.00,1.1630,-1.53,2.81,CROSSWIND
2,2.00,Monnars (près),7.00,2026-07-05 11:57:00+00:00,2026-07-05 11:58:00+00:00,60,71.619,178.598,29.90,3.20,182.00,1.1646,-0.98,3.05,CROSSWIND
2,5.70,La Mora (près) (TARRAGONA),14.00,2026-07-05 12:02:00+00:00,2026-07-05 12:03:00+00:00,60,71.604,182.366,29.80,4.00,179.00,1.1627,-2.60,3.04,CROSSWIND
2,12.70,TORREDEMBARRA,40.00,2026-07-05 12:11:00+00:00,2026-07-05 12:13:00+00:00,120,71.389,189.439,32.90,4.37,191.00,1.1481,0.92,4.27,CROSSWIND
2,14.80,CREIXELL,8.00,2026-07-05 12:14:00+00:00,2026-07-05 12:16:00+00:00,120,71.286,191.638,33.20,4.37,191.00,1.1526,-3.26,2.91,TAILWIND
2,16.80,RODA DE BERÀ (près),8.00,2026-07-05 12:16:00+00:00,2026-07-05 12:18:00+00:00,120,71.194,193.101,33.20,4.37,191.00,1.1532,-2.79,3.36,CROSSWIND
2,20.30,Francàs (près),17.00,2026-07-05 12:21:00+00:00,2026-07-05 12:23:00+00:00,120,70.934,196.666,32.10,4.34,188.00,1.1543,-1.07,4.21,CROSSWIND
2,25.40,EL VENDRELL (N-340-VC-C-31),35.00,2026-07-05 12:27:00+00:00,2026-07-05 12:30:00+00:00,180,70.499,201.134,32.00,4.34,188.00,1.1528,-4.23,0.98,TAILWIND
2,28.70,C-31 La Franquesa (près),65.00,2026-07-05 12:32:00+00:00,2026-07-05 12:35:00+00:00,180,70.128,204.417,33.60,5.69,198.00,1.1442,-0.55,5.66,CROSSWIND
2,30.70,CALAFELL (C-31-C-246a-C-31),50.00,2026-07-05 12:34:00+00:00,2026-07-05 12:38:00+00:00,240,69.930,206.053,29.30,3.86,190.00,1.1617,2.93,2.51,HEADWIND
2,32.80,Bellamar (près),18.00,2026-07-05 12:37:00+00:00,2026-07-05 12:41:00+00:00,240,69.675,207.972,29.40,3.86,190.00,1.1648,-0.67,3.80,CROSSWIND
2,33.90,Segur de Calafell,4.00,2026-07-05 12:38:00+00:00,2026-07-05 12:42:00+00:00,240,69.581,208.611,29.50,3.86,190.00,1.1654,0.93,3.75,CROSSWIND
2,35.60,CUNIT,8.00,2026-07-05 12:40:00+00:00,2026-07-05 12:45:00+00:00,300,69.341,210.157,29.50,3.86,190.00,1.1653,-2.09,3.25,CROSSWIND
2,38.10,CUBELLES-La Gavina,10.00,2026-07-05 12:44:00+00:00,2026-07-05 12:48:00+00:00,240,68.985,212.268,29.50,3.86,190.00,1.1649,-2.09,3.25,CROSSWIND
2,40.50,C-31 CUBELLES,9.00,2026-07-05 12:47:00+00:00,2026-07-05 12:51:00+00:00,240,68.661,214.031,29.50,3.86,190.00,1.1652,-1.83,3.40,CROSSWIND
2,41.40,Carrefour C-31-C-246a,7.00,2026-07-05 12:48:00+00:00,2026-07-05 12:53:00+00:00,300,68.495,214.888,29.40,3.86,190.00,1.1641,0.22,3.85,CROSSWIND
2,43.30,C-246a Racó de Santa Llúcia (VILANOVA I LA GELTRÚ),16.00,2026-07-05 12:50:00+00:00,2026-07-05 12:55:00+00:00,300,68.266,216.033,29.40,3.86,190.00,1.1648,-1.10,3.70,CROSSWIND
2,44.40,VILANOVA I LA GELTRÚ,22.00,2026-07-05 12:52:00+00:00,2026-07-05 12:57:00+00:00,300,68.034,217.129,32.60,4.37,200.00,1.1525,-3.52,2.59,TAILWIND
2,47.80,SANT PERE DE RIBES,31.00,2026-07-05 12:56:00+00:00,2026-07-05 13:02:00+00:00,360,67.482,219.536,32.50,4.37,200.00,1.1514,-3.40,2.75,TAILWIND
2,52.00,SITGES (C-246a-VC-C-246a-C-31),13.00,2026-07-05 13:01:00+00:00,2026-07-05 13:07:00+00:00,360,66.843,222.128,31.90,4.00,193.00,1.1547,-3.36,2.17,TAILWIND
2,62.20,C-31 Vallcarca (près),19.00,2026-07-05 13:14:00+00:00,2026-07-05 13:22:00+00:00,480,64.922,228.701,30.90,3.86,201.00,1.1536,-2.67,2.79,CROSSWIND
2,67.00,Garraf (près),38.00,2026-07-05 13:20:00+00:00,2026-07-05 13:28:00+00:00,480,64.028,231.243,31.00,3.86,201.00,1.1534,-3.53,1.56,TAILWIND
2,70.30,Les Botigues (C-31-VC),16.00,2026-07-05 13:25:00+00:00,2026-07-05 13:33:00+00:00,480,63.261,233.263,30.90,3.86,201.00,1.1535,-1.54,3.54,CROSSWIND
2,71.50,VC CASTELLDEFELS,7.00,2026-07-05 13:26:00+00:00,2026-07-05 13:35:00+00:00,540,63.026,233.855,31.20,3.86,201.00,1.1581,-1.83,3.40,CROSSWIND
2,76.50,GAVÀ-Mar,6.00,2026-07-05 13:33:00+00:00,2026-07-05 13:42:00+00:00,540,61.911,236.528,32.20,5.57,201.00,1.1554,-2.24,5.10,CROSSWIND
2,80.70,Carrefour VC-B-210,3.00,2026-07-05 13:38:00+00:00,2026-07-05 13:48:00+00:00,600,61.013,238.458,32.20,5.57,201.00,1.1557,-4.29,3.56,TAILWIND
2,82.50,B-210 Carrefour B-210-B-204,4.00,2026-07-05 13:40:00+00:00,2026-07-05 13:50:00+00:00,600,60.679,239.134,32.20,5.57,201.00,1.1556,-4.25,3.60,TAILWIND
2,83.60,B-204 VILADECANS (B-204-C-245) (entrée),4.00,2026-07-05 13:42:00+00:00,2026-07-05 13:52:00+00:00,600,60.349,239.799,31.70,5.60,199.00,1.1568,-5.29,1.82,TAILWIND
2,85.60,C-245 VILADECANS,15.00,2026-07-05 13:44:00+00:00,2026-07-05 13:54:00+00:00,600,60.028,240.420,32.10,5.57,201.00,1.1546,5.34,1.58,HEADWIND
2,86.00,GAVÀ (C-245-VC-BV-2041),15.00,2026-07-05 13:45:00+00:00,2026-07-05 13:55:00+00:00,600,59.868,240.745,32.10,5.57,201.00,1.1545,5.32,1.64,HEADWIND
2,90.50,BV-2041 Bruguers (près),186.00,2026-07-05 13:52:00+00:00,2026-07-05 14:03:00+00:00,660,58.653,243.040,31.00,5.57,201.00,1.1372,-0.91,5.50,CROSSWIND
2,94.20,Côte de Begues,399.00,2026-07-05 13:58:00+00:00,2026-07-05 14:10:00+00:00,720,57.566,244.930,31.00,5.80,216.00,1.1117,-4.97,2.98,TAILWIND
2,94.20,BEGUES (BV-2041-BV-2411),399.00,2026-07-05 13:58:00+00:00,2026-07-05 14:10:00+00:00,720,57.566,244.930,31.00,5.80,216.00,1.1117,-4.97,2.98,TAILWIND
2,104.80,BV-2411 OLESA DE BONESVALLS (BV-2411-BV-2410),269.00,2026-07-05 14:10:00+00:00,2026-07-05 14:23:00+00:00,780,55.469,248.264,32.80,6.04,219.00,1.1204,3.01,5.23,CROSSWIND
2,109.00,BV-2410 El Pla del Pèlag,362.00,2026-07-05 14:15:00+00:00,2026-07-05 14:29:00+00:00,840,54.484,249.706,32.30,6.04,219.00,1.1111,-3.80,4.69,CROSSWIND
2,110.20,Les Bassioles de Vallirana,408.00,2026-07-05 14:17:00+00:00,2026-07-05 14:30:00+00:00,780,54.212,250.098,32.10,6.04,219.00,1.1086,-4.43,4.11,TAILWIND
2,113.20,Les Casetes d'en Julià (BV-2410-N-340),271.00,2026-07-05 14:20:00+00:00,2026-07-05 14:34:00+00:00,840,53.574,250.978,33.70,5.97,220.00,1.1182,-5.95,0.45,TAILWIND
2,114.60,N-340 VALLIRANA,225.00,2026-07-05 14:22:00+00:00,2026-07-05 14:36:00+00:00,840,53.208,251.476,33.70,5.97,220.00,1.1181,-0.91,5.90,CROSSWIND
2,117.10,CERVELLÓ,153.00,2026-07-05 14:25:00+00:00,2026-07-05 14:39:00+00:00,840,52.654,252.215,34.40,5.97,220.00,1.1303,3.67,4.71,CROSSWIND
2,122.00,SANT VICENÇ DELS HORTS,46.00,2026-07-05 14:31:00+00:00,2026-07-05 14:46:00+00:00,900,51.449,253.775,34.80,5.50,207.00,1.1414,-4.27,3.46,TAILWIND
2,123.40,MOLINS DE REI,27.00,2026-07-05 14:33:00+00:00,2026-07-05 14:48:00+00:00,900,51.077,254.244,36.10,5.01,209.00,1.1394,-3.92,3.12,TAILWIND
2,125.60,SANT FELIU DE LLOBREGAT,27.00,2026-07-05 14:36:00+00:00,2026-07-05 14:51:00+00:00,900,50.520,254.947,35.00,5.50,207.00,1.1435,2.17,5.06,CROSSWIND
2,131.20,ESPLUGUES DE LLOBREGAT,106.00,2026-07-05 14:43:00+00:00,2026-07-05 14:58:00+00:00,900,49.217,256.558,33.40,4.96,199.00,1.1391,-0.82,4.89,CROSSWIND
2,132.80,L'HOSPITALET DE LLOBREGAT (N-340-VC-N-340),87.00,2026-07-05 14:45:00+00:00,2026-07-05 15:00:00+00:00,900,48.839,257.004,32.10,5.15,198.00,1.1448,-1.13,5.03,CROSSWIND
2,133.60,Passage à niveau : tramway.,65.00,2026-07-05 14:46:00+00:00,2026-07-05 15:02:00+00:00,960,48.559,257.331,32.20,5.15,198.00,1.1470,-1.37,4.96,CROSSWIND
2,134.90,BARCELONA (N-340-VC),49.00,2026-07-05 14:47:00+00:00,2026-07-05 15:03:00+00:00,960,48.365,257.554,32.30,5.15,198.00,1.1489,4.90,1.59,HEADWIND
2,137.50,Fontaines de Montjuïc - Entrée sur le circuit final,37.00,2026-07-05 14:51:00+00:00,2026-07-05 15:07:00+00:00,960,47.612,258.411,32.40,5.15,198.00,1.1504,3.76,3.52,HEADWIND
2,140.00,Passeig de Montjuïc (BARCELONA),16.00,2026-07-05 14:54:00+00:00,2026-07-05 15:11:00+00:00,1020,46.950,259.147,32.40,4.66,195.00,1.1531,4.62,0.64,HEADWIND
2,141.60,Côte du Château de Montjuïc,116.00,2026-07-05 14:52:00+00:00,2026-07-05 15:08:00+00:00,960,47.413,258.641,32.20,4.66,195.00,1.1492,4.49,1.25,HEADWIND
2,144.10,Stade Olympique - 1er passage sur la ligne d'arrivée,88.00,2026-07-05 14:55:00+00:00,2026-07-05 15:12:00+00:00,1020,46.781,259.352,32.10,4.66,195.00,1.1479,-3.58,2.99,TAILWIND
2,146.80,Passeig de la Zona Franca,19.00,2026-07-05 14:58:00+00:00,2026-07-05 15:15:00+00:00,1020,46.231,259.950,32.30,4.66,195.00,1.1515,4.50,1.21,HEADWIND
2,149.00,Polvori,59.00,2026-07-05 15:01:00+00:00,2026-07-05 15:19:00+00:00,1080,45.586,260.635,32.10,4.66,195.00,1.1487,-2.65,3.83,CROSSWIND
2,149.70,Fontaines de Montjuïc (BARCELONA),62.00,2026-07-05 15:02:00+00:00,2026-07-05 15:20:00+00:00,1080,45.398,260.827,32.10,4.66,195.00,1.1483,-0.97,4.56,CROSSWIND
2,153.80,Côte du Château de Montjuïc,103.00,2026-07-05 15:07:00+00:00,2026-07-05 15:25:00+00:00,1080,44.454,261.811,32.00,4.66,195.00,1.1467,4.57,0.94,HEADWIND
2,156.30,Stade Olympique - 2e passage sur la ligne d'arrivée,79.00,2026-07-05 15:10:00+00:00,2026-07-05 15:29:00+00:00,1140,43.817,262.472,32.00,4.66,195.00,1.1475,-2.73,3.78,CROSSWIND
2,166.00,Côte du Château de Montjuïc,91.00,2026-07-05 15:23:00+00:00,2026-07-05 15:42:00+00:00,1140,41.379,264.871,32.00,4.66,195.00,1.1467,2.88,3.67,CROSSWIND
2,168.50,BARCELONE - Stade Olympique,73.00,2026-07-05 15:26:00+00:00,2026-07-05 15:46:00+00:00,1200,40.737,265.492,32.00,4.66,195.00,1.1472,-3.81,2.69,TAILWIND
3,0.00,VC GRANOLLERS,186.00,2026-07-06 10:10:00+00:00,2026-07-06 10:10:00+00:00,0,60.874,122.401,34.20,3.50,178.00,1.1261,1.07,3.33,CROSSWIND
3,0.00,Corró d'Avall (VC-C-352) (LES FRANQUESES DEL VALLÈS),186.00,2026-07-06 10:14:00+00:00,2026-07-06 10:14:00+00:00,0,61.500,123.808,34.20,3.50,178.00,1.1261,1.07,3.33,CROSSWIND
3,0.00,C-352 CANOVELLES (C-352-C-1415b),186.00,2026-07-06 10:16:00+00:00,2026-07-06 10:16:00+00:00,0,61.809,124.530,34.20,3.50,178.00,1.1261,1.07,3.33,CROSSWIND
3,0.00,C-1415b GRANOLLERS,186.00,2026-07-06 10:20:00+00:00,2026-07-06 10:20:00+00:00,0,62.419,126.010,34.20,3.50,178.00,1.1261,1.07,3.33,CROSSWIND
3,1.20,LLIÇÀ D'AMUNT,147.00,2026-07-06 10:22:00+00:00,2026-07-06 10:22:00+00:00,0,62.713,126.754,34.50,3.50,178.00,1.1301,-0.39,3.48,CROSSWIND
3,2.90,Can Farell (près),204.00,2026-07-06 10:24:00+00:00,2026-07-06 10:24:00+00:00,0,62.998,127.511,34.20,3.50,178.00,1.1258,-1.02,3.35,CROSSWIND
3,4.90,SANTA EULÀLIA DE RONÇANA,263.00,2026-07-06 10:27:00+00:00,2026-07-06 10:27:00+00:00,0,63.425,128.669,33.90,3.47,168.00,1.1194,-2.64,2.25,TAILWIND
3,7.50,CALDES DE MONTBUI (près) (C-1415b-C-59),231.00,2026-07-06 10:30:00+00:00,2026-07-06 10:32:00+00:00,120,63.987,130.257,33.80,3.47,168.00,1.1186,-1.23,3.24,CROSSWIND
3,9.80,C-59 Els Saulons,289.00,2026-07-06 10:34:00+00:00,2026-07-06 10:35:00+00:00,60,64.466,131.704,33.90,3.47,168.00,1.1204,-3.46,0.19,TAILWIND
3,13.40,SANT FELIU DE CODINES,447.00,2026-07-06 10:41:00+00:00,2026-07-06 10:43:00+00:00,120,65.461,135.067,33.10,3.21,176.00,1.0997,-2.94,1.28,TAILWIND
3,17.20,Côte de Saint Feliu de Codines,620.00,2026-07-06 10:48:00+00:00,2026-07-06 10:51:00+00:00,180,66.400,138.643,32.00,3.21,176.00,1.0830,-2.14,2.39,CROSSWIND
3,18.30,Carrefour C-59-C-1413b,633.00,2026-07-06 10:49:00+00:00,2026-07-06 10:53:00+00:00,240,66.577,139.369,32.60,2.81,184.00,1.0801,-2.12,1.84,TAILWIND
3,20.50,C-1413b Les Clotes (près) (SANT QUIRZE SAFAJA),641.00,2026-07-06 10:52:00+00:00,2026-07-06 10:56:00+00:00,240,66.937,140.901,32.50,3.20,194.00,1.0775,-3.17,0.45,TAILWIND
3,30.90,Les Comes (près) (SANT MARTÍ DE CENTELLES),718.00,2026-07-06 11:06:00+00:00,2026-07-06 11:11:00+00:00,300,68.466,148.863,32.90,4.02,186.00,1.0679,-3.82,1.25,TAILWIND
3,34.40,CENTELLES,582.00,2026-07-06 11:10:00+00:00,2026-07-06 11:16:00+00:00,360,68.865,151.532,35.30,3.26,223.00,1.0752,-0.97,3.11,CROSSWIND
3,37.70,Els Hostalets de Balenyà (C-1413b-N-152a-VC) (BALENYÀ),535.00,2026-07-06 11:15:00+00:00,2026-07-06 11:21:00+00:00,360,69.272,154.606,34.30,3.28,218.00,1.0840,-2.49,2.14,TAILWIND
3,41.70,VC TONA (VC-BV-5303),596.00,2026-07-06 11:20:00+00:00,2026-07-06 11:27:00+00:00,420,69.654,158.076,35.60,2.31,252.00,1.0705,-1.10,2.03,CROSSWIND
3,43.20,BV-5303 Sant Miquel de Balenyà (BV-5303-BV-5305) (SEVA),586.00,2026-07-06 11:22:00+00:00,2026-07-06 11:29:00+00:00,420,69.792,159.388,35.80,2.31,252.00,1.0724,-2.17,0.80,TAILWIND
3,46.90,TARADELL (BV-5305-VC-B-520),612.00,2026-07-06 11:27:00+00:00,2026-07-06 11:34:00+00:00,420,70.081,162.727,34.80,3.11,264.00,1.0732,-1.71,2.60,CROSSWIND
3,51.10,B-520 SANTA EUGÈNIA DE BERGA,547.00,2026-07-06 11:33:00+00:00,2026-07-06 11:41:00+00:00,480,70.362,167.088,35.40,3.11,264.00,1.0827,2.24,2.16,HEADWIND
3,54.80,VIC (B-520-VC-B-522),476.00,2026-07-06 11:38:00+00:00,2026-07-06 11:46:00+00:00,480,70.513,170.443,36.80,2.41,265.00,1.0800,0.57,2.34,CROSSWIND
3,62.10,B-522 Granollers de la Plana (près) (GURB),467.00,2026-07-06 11:47:00+00:00,2026-07-06 11:57:00+00:00,600,70.654,177.429,36.30,1.12,243.00,1.0861,-0.94,0.61,LIGHT
3,64.10,MANLLEU (B-522-BV-5224),456.00,2026-07-06 11:50:00+00:00,2026-07-06 12:00:00+00:00,600,70.652,179.539,36.30,1.10,265.00,1.0865,-0.41,1.02,LIGHT
3,69.90,BV-5224 TORELLÓ (BV-5224-VC-BV-5226),550.00,2026-07-06 11:58:00+00:00,2026-07-06 12:08:00+00:00,600,70.547,185.031,36.40,0.58,211.00,1.0796,-0.57,0.11,LIGHT
3,73.50,BV-5226 Vila-seca (SANT VICENÇ DE TORELLÓ),524.00,2026-07-06 12:03:00+00:00,2026-07-06 12:13:00+00:00,600,70.424,188.400,36.20,0.58,211.00,1.0765,-0.57,0.13,LIGHT
3,74.90,Borgonyà (BV-5226-VC) (SANT VICENÇ DE TORELLÓ),523.00,2026-07-06 12:04:00+00:00,2026-07-06 12:15:00+00:00,660,70.371,189.414,36.20,0.58,211.00,1.0764,0.26,0.52,LIGHT
3,76.50,VC La Mambla (près) (ORÍS),535.00,2026-07-06 12:07:00+00:00,2026-07-06 12:18:00+00:00,660,70.264,191.414,36.10,0.58,211.00,1.0749,-0.47,0.34,LIGHT
3,78.00,Carrefour VC-C-17,542.00,2026-07-06 12:09:00+00:00,2026-07-06 12:20:00+00:00,660,70.174,192.735,35.80,0.58,211.00,1.0701,-0.26,0.52,LIGHT
3,79.30,C-17 Tunnel de Sant Quirze de Besora,579.00,2026-07-06 12:10:00+00:00,2026-07-06 12:22:00+00:00,720,70.104,193.704,35.40,2.31,162.00,1.0732,-2.22,0.64,TAILWIND
3,80.40,SANT QUIRZE DE BESORA (C-17-C-17z),563.00,2026-07-06 12:12:00+00:00,2026-07-06 12:23:00+00:00,660,70.029,194.675,35.70,1.60,184.00,1.0730,-1.06,1.20,LIGHT
3,81.50,C-17z MONTESQUIU (C-17z-C-17Z-C-17Z-C-17Z-C-17Z-C-17Z),584.00,2026-07-06 12:13:00+00:00,2026-07-06 12:25:00+00:00,720,69.950,195.644,35.50,1.51,188.00,1.0721,-1.32,0.73,LIGHT
3,83.20,Carrefour C-17z-C-17,593.00,2026-07-06 12:16:00+00:00,2026-07-06 12:28:00+00:00,720,69.776,197.595,34.50,1.51,188.00,1.0629,-1.49,0.21,LIGHT
3,84.70,C-17 Tunnel de la Farga de Bebié (LES LLOSSES),648.00,2026-07-06 12:18:00+00:00,2026-07-06 12:30:00+00:00,720,69.650,198.884,35.00,1.51,188.00,1.0706,-1.51,0.11,LIGHT
3,86.50,Tunnel de la Cúbia,646.00,2026-07-06 12:20:00+00:00,2026-07-06 12:32:00+00:00,720,69.512,200.124,34.70,2.28,165.00,1.0663,-2.26,0.31,TAILWIND
3,88.00,Tunnel de Terradelles,675.00,2026-07-06 12:22:00+00:00,2026-07-06 12:35:00+00:00,780,69.338,201.673,34.70,2.41,175.00,1.0675,-2.40,0.22,TAILWIND
3,91.70,RIPOLL (C-17-C-26-N-260),683.00,2026-07-06 12:27:00+00:00,2026-07-06 12:40:00+00:00,780,68.947,204.709,35.00,2.42,187.00,1.0638,-2.40,0.30,TAILWIND
3,97.30,N-260 CAMPDEVÀNOL (entrée),724.00,2026-07-06 12:34:00+00:00,2026-07-06 12:48:00+00:00,840,68.291,209.022,34.30,2.40,163.00,1.0581,-1.92,1.44,LIGHT
3,98.40,CAMPDEVÀNOL,743.00,2026-07-06 12:36:00+00:00,2026-07-06 12:50:00+00:00,840,68.100,210.150,34.20,2.40,163.00,1.0556,-2.39,0.16,TAILWIND
