stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
7,71,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,13460,0,0,0,OBSERVED_FACT
7,72,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,13460,0,0,0,OBSERVED_FACT
7,73,T. WELLENS,7,UAE TEAM EMIRATES XRG,13460,0,0,0,OBSERVED_FACT
7,74,J. STEWART,137,NSN CYCLING TEAM,13460,0,0,0,OBSERVED_FACT
7,75,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,13460,0,0,0,OBSERVED_FACT
7,76,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,13460,0,0,0,OBSERVED_FACT
7,77,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,13460,0,0,0,OBSERVED_FACT
7,78,N. MÄRKL,216,TEAM PICNIC POSTNL,13460,0,0,0,OBSERVED_FACT
7,79,L. GERMANI,185,GROUPAMA-FDJ UNITED,13460,0,0,0,OBSERVED_FACT
7,80,Q. PACHER,187,GROUPAMA-FDJ UNITED,13460,0,0,0,OBSERVED_FACT
7,81,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,13460,0,0,0,OBSERVED_FACT
7,82,S. KUSS,17,TEAM VISMA | LEASE A BIKE,13460,0,0,0,OBSERVED_FACT
7,83,L. VAN EETVELT,156,LOTTO INTERMARCHE,13460,0,0,0,OBSERVED_FACT
7,84,T. JOHANNESSEN,121,UNO-X MOBILITY,13460,0,0,0,OBSERVED_FACT
7,85,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,13460,0,0,0,OBSERVED_FACT
7,86,M. CORT NIELSEN,124,UNO-X MOBILITY,13460,0,0,0,OBSERVED_FACT
7,87,D. GEE,32,LIDL-TREK,13460,0,0,0,OBSERVED_FACT
7,88,J. ROMO,147,MOVISTAR TEAM,13460,0,0,0,OBSERVED_FACT
7,89,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,13460,0,0,0,OBSERVED_FACT
7,90,L. MARTINEZ,71,BAHRAIN VICTORIOUS,13460,0,0,0,OBSERVED_FACT
7,91,S. QUINN,45,EF EDUCATION - EASYPOST,13460,0,0,0,OBSERVED_FACT
7,92,R. GARCIA,144,MOVISTAR TEAM,13460,0,0,0,OBSERVED_FACT
7,93,M. VERCHER,208,TOTALENERGIES,13460,0,0,0,OBSERVED_FACT
7,94,J. PARRA,228,CAJA RURAL-SEGUROS RGA,13460,0,0,0,OBSERVED_FACT
7,95,N. DENZ,23,RED BULL - BORA - HANSGROHE,13460,0,0,0,OBSERVED_FACT
7,96,C. BOL,53,DECATHLON CMA CGM TEAM,13460,0,0,0,OBSERVED_FACT
7,97,M. LE BERRE,206,TOTALENERGIES,13460,0,0,0,OBSERVED_FACT
7,98,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,13460,0,0,0,OBSERVED_FACT
7,99,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,13460,0,0,0,OBSERVED_FACT
7,100,J. RICKAERT,107,ALPECIN-PREMIER TECH,13460,0,0,0,OBSERVED_FACT
7,101,M. TRENTIN,197,TUDOR PRO CYCLING TEAM,13489,29,0,0,OBSERVED_FACT
7,102,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,13489,29,0,0,OBSERVED_FACT
7,103,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,13489,29,0,0,OBSERVED_FACT
7,104,F. BIESTERBOS,212,TEAM PICNIC POSTNL,13497,37,0,0,OBSERVED_FACT
7,105,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,13506,46,0,0,OBSERVED_FACT
7,106,A. DELETTRE,204,TOTALENERGIES,13506,46,0,0,OBSERVED_FACT
7,107,L. VERVAEKE,98,SOUDAL QUICK-STEP,13506,46,0,0,OBSERVED_FACT
7,108,C. VERONA,38,LIDL-TREK,13523,63,0,0,OBSERVED_FACT
7,109,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,13526,66,0,0,OBSERVED_FACT
7,110,E. COSTIOU,184,GROUPAMA-FDJ UNITED,13533,73,0,0,OBSERVED_FACT
7,111,A. KIRSCH,166,COFIDIS,13533,73,0,0,OBSERVED_FACT
7,112,T. MARSMAN,104,ALPECIN-PREMIER TECH,13533,73,0,0,OBSERVED_FACT
7,113,P. ALLEGAERT,162,COFIDIS,13533,73,0,0,OBSERVED_FACT
7,114,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,13533,73,0,0,OBSERVED_FACT
7,115,F. ENGELHARDT,114,TEAM JAYCO ALULA,13543,83,0,0,OBSERVED_FACT
7,116,B. O'CONNOR,111,TEAM JAYCO ALULA,13543,83,0,0,OBSERVED_FACT
7,117,W. BARGUIL,211,TEAM PICNIC POSTNL,13543,83,0,0,OBSERVED_FACT
7,118,T. GUERNALEC,205,TOTALENERGIES,13543,83,0,0,OBSERVED_FACT
7,119,J. DEGENKOLB,214,TEAM PICNIC POSTNL,13543,83,0,0,OBSERVED_FACT
7,120,D. CARUSO,73,BAHRAIN VICTORIOUS,13543,83,0,0,OBSERVED_FACT
7,121,L. SLOCK,155,LOTTO INTERMARCHE,13543,83,0,0,OBSERVED_FACT
7,122,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,13557,97,0,0,OBSERVED_FACT
7,123,H. PAGE,167,COFIDIS,13564,104,0,0,OBSERVED_FACT
7,124,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,13578,118,0,0,OBSERVED_FACT
7,125,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,13460,0,0,0,OBSERVED_FACT
7,126,B. VEISTROFFER,157,LOTTO INTERMARCHE,13585,125,0,0,OBSERVED_FACT
7,127,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,13585,125,0,0,OBSERVED_FACT
7,128,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,13585,125,0,0,OBSERVED_FACT
7,129,S. VELASCO,67,XDS ASTANA TEAM,13585,125,0,0,OBSERVED_FACT
7,130,A. JOHANNESSEN,125,UNO-X MOBILITY,13585,125,0,0,OBSERVED_FACT
7,131,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,13585,125,0,0,OBSERVED_FACT
7,132,M. SCHMID,118,TEAM JAYCO ALULA,13585,125,0,0,OBSERVED_FACT
7,133,E. RUBIO,148,MOVISTAR TEAM,13585,125,0,0,OBSERVED_FACT
7,134,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,13585,125,0,0,OBSERVED_FACT
7,135,S. HIGUITA,61,XDS ASTANA TEAM,13585,125,0,0,OBSERVED_FACT
7,136,G. BENNETT,133,NSN CYCLING TEAM,13585,125,0,0,OBSERVED_FACT
7,137,D. HOOLE,54,DECATHLON CMA CGM TEAM,13585,125,0,0,OBSERVED_FACT
7,138,M. MATTHEWS,115,TEAM JAYCO ALULA,13598,138,0,0,OBSERVED_FACT
7,139,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,13598,138,0,0,OBSERVED_FACT
7,140,Q. SIMMONS,34,LIDL-TREK,13598,138,0,0,OBSERVED_FACT
7,141,A. BAUDIN,43,EF EDUCATION - EASYPOST,13619,159,0,0,OBSERVED_FACT
7,142,K. NEILANDS,136,NSN CYCLING TEAM,13619,159,0,0,OBSERVED_FACT
7,143,M. VALGREN,47,EF EDUCATION - EASYPOST,13619,159,0,0,OBSERVED_FACT
7,144,M. HALLER,193,TUDOR PRO CYCLING TEAM,13619,159,0,0,OBSERVED_FACT
7,145,D. VAN BAARLE,95,SOUDAL QUICK-STEP,13623,163,0,0,OBSERVED_FACT
7,146,P. EENKHOORN,92,SOUDAL QUICK-STEP,13623,163,0,0,OBSERVED_FACT
7,147,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,13623,163,0,0,OBSERVED_FACT
7,148,M. WALKER,48,EF EDUCATION - EASYPOST,13623,163,0,0,OBSERVED_FACT
7,149,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,13623,163,0,0,OBSERVED_FACT
7,150,S. DILLIER,103,ALPECIN-PREMIER TECH,13623,163,0,0,OBSERVED_FACT
7,151,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,13629,169,0,0,OBSERVED_FACT
7,152,L. PLAPP,117,TEAM JAYCO ALULA,13629,169,0,0,OBSERVED_FACT
7,153,L. DURBRIDGE,113,TEAM JAYCO ALULA,13629,169,0,0,OBSERVED_FACT
7,154,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,13629,169,0,0,OBSERVED_FACT
7,155,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,13629,169,0,0,OBSERVED_FACT
7,156,R. CARAPAZ,41,EF EDUCATION - EASYPOST,13629,169,0,0,OBSERVED_FACT
7,157,J. CEPEDA,143,MOVISTAR TEAM,13629,169,0,0,OBSERVED_FACT
7,158,N. BREUILLARD,202,TOTALENERGIES,13629,169,0,0,OBSERVED_FACT
7,159,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,13629,169,0,0,OBSERVED_FACT
7,160,R. DHONDT,215,TEAM PICNIC POSTNL,13629,169,0,0,OBSERVED_FACT
7,161,B. HEALY,44,EF EDUCATION - EASYPOST,13639,179,0,0,OBSERVED_FACT
7,162,M. STORER,196,TUDOR PRO CYCLING TEAM,13649,189,0,0,OBSERVED_FACT
7,163,I. IZAGIRRE,161,COFIDIS,13649,189,0,0,OBSERVED_FACT
7,164,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,13649,189,0,0,OBSERVED_FACT
7,165,K. GRADEK,74,BAHRAIN VICTORIOUS,13649,189,0,0,OBSERVED_FACT
7,166,M. HEßMANN,145,MOVISTAR TEAM,13660,200,0,0,OBSERVED_FACT
7,167,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,13660,200,0,0,OBSERVED_FACT
7,168,C. HARPER,173,PINARELLO-Q36.5 PRO CYCLING TEAM,13660,200,0,0,OBSERVED_FACT
7,169,L. ASKEY,132,NSN CYCLING TEAM,13670,210,0,0,OBSERVED_FACT
7,170,M. LOUVEL,135,NSN CYCLING TEAM,13670,210,0,0,OBSERVED_FACT
7,171,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,13683,223,0,0,OBSERVED_FACT
7,172,A. ARANBURU,163,COFIDIS,13683,223,0,0,OBSERVED_FACT
7,173,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,13683,223,0,0,OBSERVED_FACT
7,174,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,13683,223,0,0,OBSERVED_FACT
7,175,B. THOMAS,168,COFIDIS,13722,262,0,0,OBSERVED_FACT
7,176,M. FRIGO,134,NSN CYCLING TEAM,13767,307,0,0,OBSERVED_FACT
8,1,T. MERLIER,91,SOUDAL QUICK-STEP,13970,0,10,0,OBSERVED_FACT
8,2,B. GIRMAY,131,NSN CYCLING TEAM,13970,0,6,0,OBSERVED_FACT
8,3,O. KOOIJ,55,DECATHLON CMA CGM TEAM,13970,0,4,0,OBSERVED_FACT
8,4,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,13970,0,0,0,OBSERVED_FACT
8,5,P. BITTNER,213,TEAM PICNIC POSTNL,13970,0,0,0,OBSERVED_FACT
8,6,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,7,P. ACKERMANN,112,TEAM JAYCO ALULA,13970,0,0,0,OBSERVED_FACT
8,8,C. RUSSO,188,GROUPAMA-FDJ UNITED,13970,0,0,0,OBSERVED_FACT
8,9,M. KANTER,64,XDS ASTANA TEAM,13970,0,0,0,OBSERVED_FACT
8,10,M. FRETIN,165,COFIDIS,13970,0,0,0,OBSERVED_FACT
8,11,S. WAERENSKJOLD,128,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,12,M. PEDERSEN,33,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,13,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,13970,0,0,0,OBSERVED_FACT
8,14,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,15,A. TURGIS,207,TOTALENERGIES,13970,0,0,0,OBSERVED_FACT
8,16,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,13970,0,0,0,OBSERVED_FACT
8,17,P. BAUHAUS,72,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,18,J. BERCKMOES,153,LOTTO INTERMARCHE,13970,0,0,0,OBSERVED_FACT
8,19,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,20,Q. PACHER,187,GROUPAMA-FDJ UNITED,13970,0,0,0,OBSERVED_FACT
8,21,A. CHARMIG,123,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,22,M. SCHMID,118,TEAM JAYCO ALULA,13970,0,0,0,OBSERVED_FACT
8,23,N. MÄRKL,216,TEAM PICNIC POSTNL,13970,0,0,0,OBSERVED_FACT
8,24,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,13970,0,0,0,OBSERVED_FACT
8,25,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,26,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,13970,0,0,0,OBSERVED_FACT
8,27,M. TEUNISSEN,66,XDS ASTANA TEAM,13970,0,0,0,OBSERVED_FACT
8,28,A. SKAARSETH,126,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,29,T. JOHANNESSEN,121,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,30,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,13970,0,0,0,OBSERVED_FACT
8,31,M. CORT NIELSEN,124,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,32,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,13970,0,0,0,OBSERVED_FACT
8,33,P. SEIXAS,51,DECATHLON CMA CGM TEAM,13970,0,0,0,OBSERVED_FACT
8,34,N. OLIVEIRA,146,MOVISTAR TEAM,13970,0,0,0,OBSERVED_FACT
8,35,H. TEJADA,65,XDS ASTANA TEAM,13970,0,0,0,OBSERVED_FACT
8,36,T. VAN ASBROECK,138,NSN CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,37,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,13970,0,0,0,OBSERVED_FACT
8,38,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,13970,0,0,0,OBSERVED_FACT
8,39,R. STANNARD,76,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,40,J. ABRAHAMSEN,122,UNO-X MOBILITY,13970,0,0,0,OBSERVED_FACT
8,41,J. PARRA,228,CAJA RURAL-SEGUROS RGA,13970,0,0,0,OBSERVED_FACT
8,42,D. CARUSO,73,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,43,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,44,N. POLITT,5,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,45,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,13970,0,0,0,OBSERVED_FACT
8,46,I. DEL TORO,2,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,47,J. AYUSO,31,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,48,B. MCNULTY,4,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,49,T. POGACAR,1,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,50,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,51,J. VINGEGAARD,11,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,52,I. VAN WILDER,97,SOUDAL QUICK-STEP,13970,0,0,0,OBSERVED_FACT
8,53,F. LIPOWITZ,25,RED BULL - BORA - HANSGROHE,13970,0,0,0,OBSERVED_FACT
8,54,T. SKUJINS,36,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,55,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,56,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,57,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,58,M. SKJELMOSE,35,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,59,S. QUINN,45,EF EDUCATION - EASYPOST,13970,0,0,0,OBSERVED_FACT
8,60,J. JEGAT,201,TOTALENERGIES,13970,0,0,0,OBSERVED_FACT
8,61,H. ARTZ,152,LOTTO INTERMARCHE,13970,0,0,0,OBSERVED_FACT
8,62,L. MARTINEZ,71,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,63,M. VACEK,37,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,64,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,65,S. KUSS,17,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,66,P. CASTRILLO,142,MOVISTAR TEAM,13970,0,0,0,OBSERVED_FACT
8,67,A. YATES,8,UAE TEAM EMIRATES XRG,13970,0,0,0,OBSERVED_FACT
8,68,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,69,J. DELBOVE,203,TOTALENERGIES,13970,0,0,0,OBSERVED_FACT
8,70,L. VAN EETVELT,156,LOTTO INTERMARCHE,13970,0,0,0,OBSERVED_FACT
8,71,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,72,A. DELETTRE,204,TOTALENERGIES,13970,0,0,0,OBSERVED_FACT
8,73,C. BOL,53,DECATHLON CMA CGM TEAM,13970,0,0,0,OBSERVED_FACT
8,74,C. HARPER,173,PINARELLO-Q36.5 PRO CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,75,A. TIBERI,77,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,76,J. STUYVEN,94,SOUDAL QUICK-STEP,13970,0,0,0,OBSERVED_FACT
8,77,L. GERMANI,185,GROUPAMA-FDJ UNITED,13970,0,0,0,OBSERVED_FACT
8,78,L. ASKEY,132,NSN CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,79,D. GEE,32,LIDL-TREK,13970,0,0,0,OBSERVED_FACT
8,80,A. KIRSCH,166,COFIDIS,13970,0,0,0,OBSERVED_FACT
8,81,M. HEßMANN,145,MOVISTAR TEAM,13970,0,0,0,OBSERVED_FACT
8,82,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,83,L. VERVAEKE,98,SOUDAL QUICK-STEP,13970,0,0,0,OBSERVED_FACT
8,84,K. NEILANDS,136,NSN CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,85,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,86,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,13970,0,0,0,OBSERVED_FACT
8,87,M. MOHORIC,75,BAHRAIN VICTORIOUS,13970,0,0,0,OBSERVED_FACT
8,88,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,13970,0,0,0,OBSERVED_FACT
8,89,M. LE BERRE,206,TOTALENERGIES,13970,0,0,0,OBSERVED_FACT
8,90,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,14005,35,0,0,OBSERVED_FACT
8,91,J. RICKAERT,107,ALPECIN-PREMIER TECH,14005,35,0,0,OBSERVED_FACT
8,92,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,14005,35,0,0,OBSERVED_FACT
8,93,M. TRENTIN,197,TUDOR PRO CYCLING TEAM,14005,35,0,0,OBSERVED_FACT
8,94,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,14005,35,0,0,OBSERVED_FACT
8,95,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,14005,35,0,0,OBSERVED_FACT
8,96,G. ZIMMERMANN,158,LOTTO INTERMARCHE,14005,35,0,0,OBSERVED_FACT
8,97,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,14005,35,0,0,OBSERVED_FACT
8,98,J. ROMO,147,MOVISTAR TEAM,14005,35,0,0,OBSERVED_FACT
8,99,F. BIESTERBOS,212,TEAM PICNIC POSTNL,14005,35,0,0,OBSERVED_FACT
8,100,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,14005,35,0,0,OBSERVED_FACT
8,101,N. DENZ,23,RED BULL - BORA - HANSGROHE,14005,35,0,0,OBSERVED_FACT
8,102,C. VERONA,38,LIDL-TREK,14005,35,0,0,OBSERVED_FACT
8,103,P. ALLEGAERT,162,COFIDIS,14018,48,0,0,OBSERVED_FACT
8,104,H. PAGE,167,COFIDIS,14018,48,0,0,OBSERVED_FACT
8,105,L. CRAPS,154,LOTTO INTERMARCHE,14018,48,0,0,OBSERVED_FACT
8,106,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,14026,56,0,0,OBSERVED_FACT
8,107,K. ASGREEN,42,EF EDUCATION - EASYPOST,14033,63,0,0,OBSERVED_FACT
8,108,J. STEWART,137,NSN CYCLING TEAM,14033,63,0,0,OBSERVED_FACT
8,109,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,14033,63,0,0,OBSERVED_FACT
8,110,E. RUBIO,148,MOVISTAR TEAM,14033,63,0,0,OBSERVED_FACT
8,111,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,14041,71,0,0,OBSERVED_FACT
8,112,Q. SIMMONS,34,LIDL-TREK,14041,71,0,0,OBSERVED_FACT
8,113,T. BENOOT,52,DECATHLON CMA CGM TEAM,14041,71,0,0,OBSERVED_FACT
8,114,L. SLOCK,155,LOTTO INTERMARCHE,14050,80,0,0,OBSERVED_FACT
8,115,J. BIERMANS,164,COFIDIS,14050,80,0,0,OBSERVED_FACT
8,116,D. BALLERINI,62,XDS ASTANA TEAM,14059,89,0,0,OBSERVED_FACT
8,117,J. DEGENKOLB,214,TEAM PICNIC POSTNL,14059,89,0,0,OBSERVED_FACT
8,118,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,14063,93,0,0,OBSERVED_FACT
8,119,F. ENGELHARDT,114,TEAM JAYCO ALULA,14071,101,0,0,OBSERVED_FACT
8,120,K. GRADEK,74,BAHRAIN VICTORIOUS,14071,101,0,0,OBSERVED_FACT
8,121,R. CARAPAZ,41,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,122,M. MATTHEWS,115,TEAM JAYCO ALULA,14079,109,0,0,OBSERVED_FACT
8,123,L. DURBRIDGE,113,TEAM JAYCO ALULA,14079,109,0,0,OBSERVED_FACT
8,124,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,125,W. BARGUIL,211,TEAM PICNIC POSTNL,14079,109,0,0,OBSERVED_FACT
8,126,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,14079,109,0,0,OBSERVED_FACT
8,127,B. VEISTROFFER,157,LOTTO INTERMARCHE,14079,109,0,0,OBSERVED_FACT
8,128,A. GATE,63,XDS ASTANA TEAM,14079,109,0,0,OBSERVED_FACT
8,129,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,14079,109,0,0,OBSERVED_FACT
8,130,T. WELLENS,7,UAE TEAM EMIRATES XRG,14079,109,0,0,OBSERVED_FACT
8,131,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,132,R. GARCIA,144,MOVISTAR TEAM,14079,109,0,0,OBSERVED_FACT
8,133,A. JOHANNESSEN,125,UNO-X MOBILITY,14079,109,0,0,OBSERVED_FACT
8,134,J. CEPEDA,143,MOVISTAR TEAM,14079,109,0,0,OBSERVED_FACT
8,135,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,14079,109,0,0,OBSERVED_FACT
8,136,D. HOOLE,54,DECATHLON CMA CGM TEAM,14079,109,0,0,OBSERVED_FACT
8,137,R. DHONDT,215,TEAM PICNIC POSTNL,14079,109,0,0,OBSERVED_FACT
8,138,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,14079,109,0,0,OBSERVED_FACT
8,139,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,140,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,141,A. BAUDIN,43,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,142,M. VERCHER,208,TOTALENERGIES,14079,109,0,0,OBSERVED_FACT
8,143,M. VALGREN,47,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,144,B. HEALY,44,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,145,M. WALKER,48,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,146,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,14079,109,0,0,OBSERVED_FACT
8,147,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,14079,109,0,0,OBSERVED_FACT
8,148,B. O'CONNOR,111,TEAM JAYCO ALULA,14079,109,0,0,OBSERVED_FACT
8,149,E. COSTIOU,184,GROUPAMA-FDJ UNITED,14079,109,0,0,OBSERVED_FACT
8,150,I. IZAGIRRE,161,COFIDIS,14079,109,0,0,OBSERVED_FACT
8,151,S. HIGUITA,61,XDS ASTANA TEAM,14079,109,0,0,OBSERVED_FACT
8,152,A. ARANBURU,163,COFIDIS,14079,109,0,0,OBSERVED_FACT
8,153,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,154,B. THOMAS,168,COFIDIS,14079,109,0,0,OBSERVED_FACT
8,155,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,14079,109,0,0,OBSERVED_FACT
8,156,G. BENNETT,133,NSN CYCLING TEAM,14079,109,0,0,OBSERVED_FACT
8,157,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,14079,109,0,0,OBSERVED_FACT
8,158,T. MARSMAN,104,ALPECIN-PREMIER TECH,14079,109,0,0,OBSERVED_FACT
8,159,S. VELASCO,67,XDS ASTANA TEAM,14079,109,0,0,OBSERVED_FACT
8,160,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,14079,109,0,0,OBSERVED_FACT
8,161,N. BREUILLARD,202,TOTALENERGIES,14110,140,0,0,OBSERVED_FACT
8,162,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,14131,161,0,0,OBSERVED_FACT
8,163,D. VAN BAARLE,95,SOUDAL QUICK-STEP,14131,161,0,0,OBSERVED_FACT
8,164,M. HALLER,193,TUDOR PRO CYCLING TEAM,14151,181,0,0,OBSERVED_FACT
8,165,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,13970,0,0,0,OBSERVED_FACT
8,166,N. VINOKUROV,68,XDS ASTANA TEAM,14176,206,0,0,OBSERVED_FACT
8,167,S. DILLIER,103,ALPECIN-PREMIER TECH,14206,236,0,0,OBSERVED_FACT
8,168,L. PLAPP,117,TEAM JAYCO ALULA,14206,236,0,0,OBSERVED_FACT
8,169,T. GUERNALEC,205,TOTALENERGIES,14206,236,0,0,OBSERVED_FACT
