stage_number,km_from_start,lon,lat,dem_count,elevation_min_m,elevation_max_m,elevation_mean_m,spread_m,sources
4,127.6000,1.951456254428236,42.873747497584596,2,828.58,835.00,831.79,6.42,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,127.8000,1.9510183833117223,42.87545065840897,2,820.91,829.00,824.96,8.09,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,128.0000,1.9496952971510504,42.8769204559014,2,800.00,807.69,803.85,7.69,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,128.2000,1.9498185743477703,42.87867003133628,2,774.00,792.26,783.13,18.26,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,128.4000,1.949958800792256,42.880444390492926,2,755.00,780.37,767.69,25.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,128.6000,1.9494450510984311,42.88218989780314,2,762.00,763.40,762.70,1.40,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,128.8000,1.9490107486229131,42.88395272658953,2,740.00,740.57,740.29,0.57,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,129.0000,1.9493410167772818,42.88573131291481,2,722.00,724.10,723.05,2.10,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,129.2000,1.9478230302620356,42.886611691997764,2,713.08,724.00,718.54,10.92,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,129.4000,1.9463030568070314,42.88799984470565,2,706.94,710.00,708.47,3.06,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,129.6000,1.9441536931679135,42.88882060884233,2,691.00,692.22,691.61,1.22,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,129.8000,1.9422153803223832,42.88966354361314,2,675.93,682.00,678.97,6.07,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,130.0000,1.9406330962501765,42.891006136666505,2,642.00,660.40,651.20,18.40,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,130.2000,1.938635517326357,42.89201970062417,2,637.00,646.13,641.57,9.13,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,130.4000,1.9363312082998136,42.89223706943327,2,623.00,634.74,628.87,11.74,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,130.6000,1.9345169059023641,42.89111,2,616.43,623.00,619.72,6.57,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,130.8000,1.9342023891314248,42.89255810582392,2,608.53,638.00,623.27,29.47,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,131.0000,1.9354374156808782,42.89362031116284,2,583.00,593.34,588.17,10.34,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,131.2000,1.9334453425361728,42.89465553209034,2,577.00,577.24,577.12,0.24,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,131.4000,1.9312692018007511,42.894963200300126,2,562.00,562.09,562.05,0.09,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,131.6000,1.9295182817560752,42.894843189587554,2,541.00,546.03,543.52,5.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,131.8000,1.9307172607565601,42.89641276538628,2,519.00,530.03,524.52,11.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,132.0000,1.9319204743372416,42.897980617932056,2,510.00,515.73,512.87,5.73,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,132.2000,1.9330969285303485,42.899559227032164,2,500.00,506.53,503.27,6.53,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,132.4000,1.9343389252749579,42.901110710329945,2,495.00,497.28,496.14,2.28,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,132.6000,1.9329444655220176,42.90064707837165,2,496.25,497.00,496.63,0.75,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,132.8000,1.930767367406765,42.89981846432061,2,499.50,500.00,499.75,0.50,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,133.0000,1.93044,42.898114550678734,2,502.00,504.31,503.16,2.31,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,133.2000,1.9289604801130409,42.89687787232622,2,501.00,505.90,503.45,4.90,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,133.4000,1.9279331852887218,42.8955028718726,2,508.89,511.00,509.95,2.11,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,133.6000,1.92794,42.89371981725754,2,510.86,516.00,513.43,5.14,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,133.8000,1.9264012697199198,42.892405142747926,2,512.33,532.00,522.17,19.67,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,134.0000,1.9245986777074153,42.89122590909934,2,513.47,523.00,518.24,9.53,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,134.2000,1.9222991439898052,42.890647804630504,2,516.63,522.00,519.32,5.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,134.4000,1.920134283855722,42.889873203625086,2,521.09,525.00,523.05,3.91,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,134.6000,1.9181776175743563,42.88878897896044,2,520.00,525.11,522.56,5.11,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,134.8000,1.9159415772783455,42.88805115102991,2,522.00,525.53,523.77,3.53,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,135.0000,1.9137054394789572,42.88731621454488,2,528.54,530.00,529.27,1.46,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,135.2000,1.9114873064213758,42.88654910214046,2,529.00,530.12,529.56,1.12,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,135.4000,1.9091884039026148,42.88596,2,527.00,531.89,529.45,4.89,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,135.6000,1.9067943399055083,42.88576648768504,2,530.71,531.00,530.86,0.29,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,135.8000,1.904434530244447,42.88541381209778,2,530.00,531.37,530.69,1.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,136.0000,1.9023824761061048,42.88443148566366,2,532.50,534.00,533.25,1.50,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,136.2000,1.9007195435867583,42.88542126075272,2,536.65,541.00,538.83,4.35,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,136.4000,1.898623895968574,42.88544350645187,2,538.81,552.00,545.41,13.19,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,136.6000,1.8972974103301414,42.88400741033014,2,541.24,550.00,545.62,8.76,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,136.8000,1.8959746770236807,42.8825311283728,2,542.28,544.00,543.14,1.72,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,137.0000,1.8947989694599232,42.8809559512279,2,543.98,551.00,547.49,7.02,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,137.2000,1.892664553303354,42.88053,2,551.18,558.00,554.59,6.82,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,137.4000,1.890319034211432,42.880345282078515,2,551.09,561.00,556.05,9.91,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,137.6000,1.8880890981953253,42.88107772411536,2,555.94,570.00,562.97,14.06,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,137.8000,1.886204766486057,42.882192616756974,2,559.38,582.00,570.69,22.62,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,138.0000,1.8839914701357678,42.88268455917904,2,563.96,585.00,574.48,21.04,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,138.2000,1.8817404787002248,42.88319035264073,2,570.57,580.00,575.29,9.43,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,138.4000,1.8793520422732222,42.883578934653386,2,578.55,614.00,596.28,35.45,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,138.6000,1.8769187374826115,42.883798023789765,2,582.47,609.00,595.74,26.53,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,138.8000,1.8744804597601263,42.88373556896402,2,583.23,619.00,601.12,35.77,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,139.0000,1.872074814362596,42.883965382214754,2,587.12,597.00,592.06,9.88,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,139.2000,1.869624612426367,42.88407377520213,2,589.49,595.00,592.25,5.51,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,139.4000,1.8671885956755587,42.8839155001327,2,593.97,609.00,601.49,15.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,139.6000,1.8654407456177688,42.8828213048311,2,600.78,642.00,621.39,41.22,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,139.8000,1.8641936555627077,42.88148204833441,2,604.15,627.00,615.58,22.85,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,140.0000,1.8618932478695367,42.88156397115597,2,613.04,636.00,624.52,22.96,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,140.2000,1.8596104635199164,42.881512022449286,2,627.07,641.00,634.04,13.93,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,140.4000,1.8572806408468048,42.881693972328556,2,640.72,670.00,655.36,29.28,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,140.6000,1.8548486925733279,42.88152,2,647.87,665.00,656.44,17.13,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,140.8000,1.8524721268846396,42.881087446697805,2,654.16,677.00,665.58,22.84,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,141.0000,1.8501491267446217,42.88053425038769,2,660.54,672.00,666.27,11.46,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,141.2000,1.8477231856363647,42.8803,2,667.26,691.00,679.13,23.74,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,141.4000,1.845270041903063,42.88032890956816,2,676.72,705.00,690.86,28.28,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,141.6000,1.8428937435895998,42.880598930402975,2,691.99,704.00,698.00,12.01,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,141.8000,1.8411059818451618,42.881706550405866,2,702.70,733.00,717.85,30.30,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,142.0000,1.8411264101508695,42.88027238299656,2,712.81,723.00,717.91,10.19,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,142.2000,1.841893185609905,42.87871867048914,2,729.42,748.00,738.71,18.58,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,142.4000,1.8413433615128951,42.87704186750717,2,734.03,781.00,757.52,46.97,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,142.6000,1.840065667410877,42.875605601786106,2,752.49,792.00,772.25,39.51,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,142.8000,1.8386817061013878,42.87413981631337,2,773.46,797.00,785.23,23.54,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,143.0000,1.8382538075057628,42.8724827406178,2,784.99,819.00,802.00,34.01,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,143.2000,1.8379105883008808,42.87225411754868,2,798.62,819.00,808.81,20.38,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,143.4000,1.8374925710515229,42.872443572371196,2,813.37,819.00,816.19,5.63,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,143.6000,1.8377874687596043,42.87155113911,2,826.97,843.00,834.99,16.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,143.8000,1.8378307334311368,42.869768354047295,2,843.64,857.00,850.32,13.36,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,144.0000,1.8364047549507057,42.86842136939062,2,858.63,873.00,865.82,14.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,144.2000,1.8345838774503926,42.86726332358808,2,872.43,876.00,874.22,3.57,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,144.4000,1.8334931089581121,42.86576749416658,2,880.92,884.00,882.46,3.08,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,144.6000,1.8312473283485007,42.86528187825196,2,895.34,907.00,901.17,11.66,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,144.8000,1.8317370638603525,42.86693374479802,2,897.98,905.00,901.49,7.02,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,145.0000,1.8325203153433554,42.868631366487875,2,904.77,920.00,912.39,15.23,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,145.2000,1.8323247163451124,42.87041340385865,2,922.60,943.00,932.80,20.40,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,145.4000,1.8316272595956262,42.87093085380572,2,940.45,969.00,954.73,28.55,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,145.6000,1.8315172226607161,42.872072777339284,2,961.05,984.00,972.53,22.95,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,145.8000,1.8320146107417494,42.87258230537088,2,974.90,1019.00,996.95,44.10,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,146.0000,1.8327573079181514,42.87316494511947,2,992.21,1007.00,999.61,14.79,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,146.2000,1.8303365812459906,42.87309099028975,2,1011.07,1018.00,1014.54,6.93,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,146.4000,1.8283123030635535,42.87402857863814,2,1028.00,1032.00,1030.00,4.00,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,146.6000,1.826069004455942,42.874003149331614,2,1049.23,1053.00,1051.12,3.77,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,146.8000,1.82363924181542,42.87415551711311,2,1056.95,1062.00,1059.48,5.05,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,147.0000,1.822084778106447,42.87552289923696,2,1032.00,1042.24,1037.12,10.24,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,147.2000,1.8207443368934353,42.87691170956544,2,1021.00,1026.03,1023.52,5.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,147.4000,1.8195327412829854,42.87775626162929,2,982.00,1006.35,994.18,24.35,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,147.6000,1.821184335332988,42.878777832333505,2,977.00,986.00,981.50,9.00,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,147.8000,1.8189332829974665,42.87944885152229,2,970.37,973.00,971.69,2.63,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,148.0000,1.8167093199237485,42.88013740421454,2,955.46,971.00,963.23,15.54,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,148.2000,1.8146345454417665,42.88081616601013,2,934.00,941.22,937.61,7.22,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,148.4000,1.812402491268468,42.88137290663597,2,911.00,925.83,918.42,14.83,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,148.6000,1.8104136000769475,42.882411418153836,2,902.00,909.93,905.97,7.93,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,148.8000,1.8080621095833722,42.88285229354167,2,889.51,896.00,892.76,6.49,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,149.0000,1.8062906032105372,42.88377930945595,2,874.94,877.00,875.97,2.06,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,149.2000,1.8043763798984052,42.88461436201016,2,860.01,866.00,863.01,5.99,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,149.4000,1.802125080444832,42.88514,2,833.31,852.00,842.66,18.69,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,149.6000,1.7998363215113713,42.885755336711036,2,806.00,816.90,811.45,10.90,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,149.8000,1.797482655738684,42.88588887394005,2,795.46,810.00,802.73,14.54,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,150.0000,1.7950938089337516,42.886237191481676,2,774.80,790.00,782.40,15.20,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,150.2000,1.7933503921046228,42.88714241842255,2,760.58,761.00,760.79,0.42,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,150.4000,1.7925021937639567,42.888802603113675,2,743.14,751.00,747.07,7.86,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,150.6000,1.7919085534685992,42.8905457861256,2,725.00,725.21,725.11,0.21,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,150.8000,1.7925932405952676,42.892222607757994,2,708.00,708.05,708.03,0.05,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,151.0000,1.7937193916629757,42.89381714832817,2,691.00,692.35,691.68,1.35,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,151.2000,1.7950769080088957,42.895222660137186,2,680.01,691.00,685.51,10.99,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,151.4000,1.7960980082523657,42.89675796699054,2,678.22,685.00,681.61,6.78,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,151.6000,1.7975584938243394,42.8981329373671,2,665.63,672.00,668.82,6.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,151.8000,1.7996033116094188,42.899125659063294,2,658.22,664.00,661.11,5.78,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,152.0000,1.8018682622411168,42.89981898581904,2,653.53,655.00,654.27,1.47,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,152.2000,1.8041124309461622,42.90054434622757,2,645.02,655.00,650.01,9.98,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,152.4000,1.8062218154331413,42.90146047432405,2,639.31,647.00,643.16,7.69,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,152.6000,1.8085355446877702,42.9020559960876,2,632.48,641.00,636.74,8.52,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,152.8000,1.8106938597484934,42.902909956171406,2,628.60,662.00,645.30,33.40,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,153.0000,1.8128832813438474,42.90368442711461,2,629.26,669.00,649.13,39.74,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,153.2000,1.8145513017447117,42.904975854480625,2,620.11,632.00,626.06,11.89,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,153.4000,1.816272202196831,42.906254801464556,2,617.05,621.00,619.03,3.95,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,153.6000,1.8182581323515614,42.90729930922637,2,608.79,614.00,611.40,5.21,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,153.8000,1.8204358112018655,42.908130514818836,2,601.00,602.16,601.58,1.16,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,154.0000,1.8226754849590745,42.908853068335496,2,597.00,597.53,597.27,0.53,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,154.2000,1.8243680844496295,42.91009067217579,2,593.15,595.00,594.08,1.85,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,154.4000,1.8258402309852892,42.91153023098529,2,588.68,591.00,589.84,2.32,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,154.6000,1.827569957424918,42.91279681969733,2,586.56,591.00,588.78,4.44,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,154.8000,1.8296109786051544,42.91379697194639,2,586.44,595.00,590.72,8.56,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,155.0000,1.8311857215230791,42.915125934909895,2,582.59,584.00,583.30,1.41,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,155.2000,1.831169080189603,42.91690444575025,2,584.00,586.03,585.02,2.03,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,155.4000,1.8307719043584527,42.91867682134965,2,575.00,579.56,577.28,4.56,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,155.6000,1.8313099112135947,42.91990267077229,2,576.46,577.00,576.73,0.54,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,155.8000,1.8330208650950126,42.921192387579175,2,572.00,572.62,572.31,0.62,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,156.0000,1.8347134020456337,42.92249581067163,2,556.00,567.74,561.87,11.74,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,156.2000,1.836405002125084,42.92379990826397,2,558.00,559.85,558.93,1.85,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,156.4000,1.8379242624728287,42.92497939262468,2,553.33,555.00,554.17,1.67,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,156.6000,1.8396108755407088,42.92628691578984,2,547.66,549.00,548.33,1.34,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,156.8000,1.8412972614080991,42.927594133352066,2,539.21,540.00,539.61,0.79,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,157.0000,1.8429777429482124,42.92890580721116,2,534.90,537.00,535.95,2.10,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,157.2000,1.844678187196916,42.93020385583608,2,530.82,531.00,530.91,0.18,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,157.4000,1.846367917171118,42.93150890467597,2,526.56,529.00,527.78,2.44,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,157.6000,1.84587412042779,42.93243748195059,2,525.52,527.00,526.26,1.48,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,157.8000,1.8439956221985887,42.93284032230494,2,527.62,533.00,530.31,5.38,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,158.0000,1.841955353055467,42.933355763527395,2,530.29,553.00,541.65,22.71,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,158.2000,1.839518593938667,42.93331205723926,2,533.73,535.00,534.37,1.27,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,158.4000,1.8373136194770616,42.93410349444772,2,538.00,539.07,538.54,1.07,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,158.6000,1.8352808186789245,42.93510957428696,2,541.35,560.00,550.68,18.65,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,158.8000,1.8331586370282893,42.93601286732451,2,548.30,561.00,554.65,12.70,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,159.0000,1.8310891180001867,42.93698160111101,2,556.20,567.00,561.60,10.80,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,159.2000,1.8288327757286666,42.937609303688866,2,564.20,586.00,575.10,21.80,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,159.4000,1.826539359667749,42.93821517637785,2,565.00,568.95,566.98,3.95,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,159.6000,1.8242493713139754,42.93880677144767,2,571.92,585.00,578.46,13.08,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,159.8000,1.821900571779102,42.939308372238145,2,573.93,597.00,585.47,23.07,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,160.0000,1.8194845102459873,42.93954393738922,2,576.83,583.00,579.92,6.17,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,160.2000,1.817116609909147,42.94001921777825,2,580.44,592.00,586.22,11.56,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,160.4000,1.8147896719842793,42.94059624215808,2,584.00,585.29,584.65,1.29,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,160.6000,1.812526753618785,42.941296302903154,2,582.17,588.00,585.09,5.83,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,160.8000,1.8101478633320383,42.94173030523828,2,576.91,590.00,583.46,13.09,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,161.0000,1.8077703208492384,42.942181187679566,2,571.63,577.00,574.32,5.37,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,161.2000,1.805341839677856,42.94238678156324,2,566.27,568.00,567.14,1.73,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,161.4000,1.8029720307379906,42.94282321589097,2,560.39,569.00,564.70,8.61,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,161.6000,1.800573754595809,42.943158972231515,2,554.96,559.00,556.98,4.04,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,161.8000,1.7981943342222142,42.94358830286869,2,547.40,557.00,552.20,9.60,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,162.0000,1.7957594306274678,42.94364764234314,2,541.00,542.33,541.67,1.33,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,162.2000,1.7937434511443375,42.944512197678264,2,534.48,556.00,545.24,21.52,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,162.4000,1.7917570341530331,42.945503092180196,2,529.13,546.00,537.57,16.87,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,162.6000,1.7899008456014573,42.94665379549471,2,510.00,522.13,516.07,12.13,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,162.8000,1.7885621364263533,42.948153257540916,2,513.91,523.00,518.46,9.09,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,163.0000,1.7863996474132653,42.947748928065195,2,506.00,508.17,507.09,2.17,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,163.2000,1.7851421168297181,42.94925095926759,2,501.77,505.00,503.39,3.23,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,163.4000,1.7855942041468005,42.95078828421816,2,490.00,495.33,492.67,5.33,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,163.6000,1.7840473886201278,42.95193114352121,2,485.00,489.21,487.11,4.21,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,163.8000,1.782470909385118,42.95327117408306,2,473.00,481.65,477.33,8.65,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,164.0000,1.7815032189028719,42.95481704251635,2,468.00,473.72,470.86,5.72,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,164.2000,1.7794212234346891,42.95576292552177,2,464.00,464.59,464.30,0.59,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,164.4000,1.7775281645134493,42.956810610581016,2,455.62,458.00,456.81,2.38,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,164.6000,1.776182197312501,42.95825731526359,2,442.00,446.38,444.19,4.38,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,164.8000,1.774719580461444,42.95969462809601,2,435.82,443.00,439.41,7.18,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,165.0000,1.7727858575740236,42.959405857574026,2,435.49,447.00,441.25,11.51,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,165.2000,1.7708875420780317,42.95826802380482,2,440.00,440.89,440.45,0.89,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,165.4000,1.768588068292348,42.9585219804879,2,445.21,458.00,451.61,12.79,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,165.6000,1.7663186525718548,42.959177409927115,2,450.90,459.00,454.95,8.10,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,165.8000,1.7645913653039338,42.960438464033075,2,453.00,456.01,454.51,3.01,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,166.0000,1.763045089635696,42.96165039151044,2,461.91,463.00,462.46,1.09,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,166.2000,1.7607809984620284,42.96113299538609,2,467.07,482.00,474.54,14.93,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,166.4000,1.7592574014831583,42.960733961665724,2,474.00,474.33,474.17,0.33,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,166.6000,1.7570308520238977,42.96101490780929,2,478.41,496.00,487.21,17.59,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,166.8000,1.7551245189970592,42.96176743813112,2,490.18,497.00,493.59,6.82,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,167.0000,1.7530945718612172,42.96258672859306,2,492.64,506.00,499.32,13.36,"COPERNICUS_GLO90,IGN_RGE_ALTI"
4,167.2000,1.7507165652973418,42.96295044722781,2,496.69,511.00,503.85,14.31,"COPERNICUS_GLO90,IGN_RGE_ALTI"
