stage_number,source_id,length_km,official_km,length_delta_km,neutralised_km,assembled_parts,oriented,finish_residual_m,km0_residual_m,verdict
1,cyclingstage.com,200.710,,,,1,as-published,,,ACCEPTED_THIRD_PARTY
